ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,rasb_trend,rasb_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,rasb_trend_weekly,wedge_weekly,cup_handle_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
N1TA34,N1TA34,BDR,NTAP (BDR: N1TA34),16.93,S,2.0,C,3.0,OK,191.48,165.77,124.93,121.58,503015076.58,False,0.0,False,0.0,True,0.8,False,0.0,True,0.85,True,False,1.09,195.7,False,False,False,False,False,True,False,106.734,30.154331,27.778906,1
P1HC34,P1HC34,BDR,PH (BDR: P1HC34),16.77,S,2.0,C,3.0,OK,1069.8,941.65,936.29,910.44,1313060812.13,False,0.0,False,0.0,True,0.65,False,0.0,True,1.0,True,True,1.79,1009.86,False,False,False,False,False,True,False,24.841999,39.432365,9.23316,2
K1BF34,K1BF34,BDR,KB (BDR: K1BF34),16.57,S,2.0,C,3.0,OK,121.32,111.22,105.49,100.37,14476751.6,False,0.0,False,0.0,True,0.7,False,0.0,True,0.85,True,False,0.43,125.62,False,False,False,False,False,True,False,10.223999599999999,10.841824,4.6347466,3
J1CI34,J1CI34,BDR,JCI (BDR: J1CI34),16.45,S,2.0,C,3.0,OK,154.55,143.16,136.21,131.08,374637398.55,False,0.0,False,0.0,True,0.7,False,0.0,True,0.8,True,False,0.58,157.06,False,False,False,False,False,True,False,14.332,43.535213,6.943883,4
TGTB34,TGTB34,BDR,TGT (BDR: TGTB34),16.25,S,2.0,C,3.0,OK,147.08,134.46,122.15,114.28,270359223.61,False,0.0,False,0.0,True,0.75,False,0.0,True,0.65,True,False,0.53,150.07,False,False,False,False,False,True,False,22.015,19.403694,4.074464,5
R1KU34,R1KU34,BDR,ROKU (BDR: R1KU34),16.14,S,2.0,C,2.0,Fraco,150.07,137.58,115.62,112.23,574479393.36,True,0.45,False,0.0,True,0.8,False,0.0,False,0.0,True,False,1.26,147.94,False,False,False,False,False,True,False,7.754999999999999,111.162964,8.291618,6
G1RM34,G1RM34,BDR,GRMN (BDR: G1RM34),15.07,S,2.0,C,4.0,Forte,301.87,247.91,236.75,229.06,158876593.39,False,0.0,False,0.0,True,0.7,False,0.0,True,0.85,True,False,0.39,309.92,False,False,False,False,False,True,False,21.886998,30.897644,6.449662,7
A1TT34,A1TT34,BDR,ALL (BDR: A1TT34),14.8,S,2.0,C,5.0,Forte,275.11,239.15,217.95,213.84,436477948.14,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,1.05,277.22,False,False,False,False,False,True,False,45.221000000000004,5.5099134,2.397431,8
R2NG34,R2NG34,BDR,RNG (BDR: R2NG34),14.8,S,2.0,C,2.0,Fraco,61.82,43.28,38.03,35.69,78576805.17,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.35,62.14,False,False,False,False,False,True,False,0.0,49.456,-8.483601,9
E1CO34,E1CO34,BDR,EC (BDR: E1CO34),14.8,S,2.0,C,5.0,Forte,17.4,15.71,13.63,12.52,39575307.33,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.99,17.31,False,False,False,False,False,True,False,15.948,11.599999,0.008863771,10
P2AN34,P2AN34,BDR,PANW (BDR: P2AN34),14.8,S,2.0,C,2.0,Fraco,359.49,313.64,223.15,217.35,1969369208.69,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.88,376.98,False,False,False,False,False,True,False,4.8309997000000005,309.90518,10.5632925,11
S1TT34,S1TT34,BDR,STT (BDR: S1TT34),14.8,S,2.0,C,1.0,Fraco,184.92,173.34,147.16,140.03,287038368.76,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.87,192.51,False,False,False,False,False,True,False,12.437,16.306877,2.1253216,12
I1XC34,I1XC34,BDR,IX (BDR: I1XC34),14.8,S,2.0,C,2.0,Fraco,41.29,39.38,34.71,32.72,9286327.66,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,1.11,41.61,False,False,False,False,False,True,False,10.418,16.255907,1.5943749,13
N1UE34,N1UE34,BDR,NUE (BDR: N1UE34),14.8,S,2.0,C,3.0,OK,272.0,245.59,206.86,193.21,253566832.0,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.54,280.11,False,False,False,False,False,True,False,14.548999000000002,21.707901,2.807481,14
V1OD34,V1OD34,BDR,VOD (BDR: V1OD34),14.72,S,2.0,C,0.0,Fraco,16.0,14.77,14.7,14.0,89861328.0,False,0.0,False,0.0,True,0.6,False,0.0,True,0.85,True,False,1.15,16.4,False,False,False,False,False,True,False,0.10899999,999.0,1.2657884,15
J2AZ34,J2AZ34,BDR,JAZZ (BDR: J2AZ34),14.62,S,2.0,C,4.0,Forte,256.65,240.98,205.98,193.82,206470813.69,False,0.0,False,0.0,True,0.75,False,0.0,False,0.0,True,False,0.91,265.05,False,False,False,False,False,True,False,22.114,17.55472,3.550529,16
N1WG34,N1WG34,BDR,NWG (BDR: N1WG34),14.62,S,2.0,C,3.0,OK,19.04,17.36,16.41,16.18,71161203.74,False,0.0,False,0.0,True,0.75,False,0.0,False,0.0,True,False,0.73,19.42,False,False,False,False,False,True,False,14.776,9.52,1.453999,17
