ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,rasb_trend,rasb_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,rasb_trend_weekly,wedge_weekly,cup_handle_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
IBKR34,IBKR34,BDR,IBKR (BDR: IBKR34),14.8,S,2.0,C,0.0,Fraco,86.97,77.28,71.95,70.25,421833553.9,False,0.0,False,0.0,True,0.8,False,0.0,True,1.0,True,False,0.83,88.44,False,False,False,False,False,True,False,0,0,0,1
T1EV34,T1EV34,BDR,TEVA (BDR: T1EV34),14.62,S,0.5,C,0.0,Fraco,35.32,32.47,30.56,27.67,177778414.94,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,1.09,36.99,False,False,False,False,False,False,False,0,0,0,2
TXSA34,TXSA34,BDR,TX (BDR: TXSA34),14.62,S,2.0,C,0.0,Fraco,48.25,42.01,39.62,38.09,19445280.75,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.79,50.59,False,False,False,False,False,True,False,0,0,0,3
M1TT34,M1TT34,BDR,MAR (BDR: M1TT34),14.45,S,2.0,C,0.0,Fraco,375.6,352.44,324.57,309.42,871415301.36,False,0.0,False,0.0,True,0.7,False,0.0,True,1.0,True,False,1.72,388.37,False,False,False,False,False,True,False,0,0,0,4
FDXB34,FDXB34,BDR,FDX (BDR: FDXB34),14.12,S,2.0,C,0.0,Fraco,411.75,376.45,330.99,305.75,381112917.75,False,0.0,False,0.0,True,0.75,False,0.0,True,0.8,True,False,0.64,413.7,False,False,False,False,False,True,False,0,0,0,5
ASML34,ASML34,BDR,ASML (BDR: ASML34),14.12,S,2.0,C,0.0,Fraco,1612.76,1454.09,1296.65,1191.77,1713804262.66,False,0.0,False,0.0,True,0.75,False,0.0,True,0.8,True,False,0.71,1653.53,False,False,False,False,False,True,False,0,0,0,6
BOTZ39,GLOBAL X ROBOTICS & ARTIFICIAL INTELLIGENCE ETF,BDR,BOTZ (BDR: BOTZ39),14.1,S,2.0,C,0.0,Fraco,40.15,37.28,36.95,36.42,34656477.57,False,0.0,False,0.0,True,0.6,False,0.0,True,1.0,True,False,0.8,41.71,False,False,False,False,False,True,False,0,0,0,7
CTGP34,CTGP34,BDR,C (BDR: CTGP34),14.07,S,0.5,C,0.0,Fraco,125.9,122.83,113.87,109.47,961599157.55,False,0.0,False,0.0,True,0.7,False,0.0,True,0.85,True,False,0.89,131.95,False,False,False,False,False,False,False,0,0,0,8
CPRL34,CPRL34,BDR,CP (BDR: CPRL34),13.95,S,3.61,C,0.0,Fraco,89.32,83.39,78.37,77.58,296440752.83,False,0.0,False,0.0,True,0.7,False,0.0,True,0.8,True,False,0.98,91.33,True,False,False,False,False,True,False,0,0,0,9
H1LT34,H1LT34,BDR,HLT (BDR: H1LT34),13.95,S,2.0,C,0.0,Fraco,327.66,318.2,299.48,291.5,451132122.84,False,0.0,False,0.0,True,0.7,False,0.0,True,0.8,True,False,0.97,338.28,False,False,False,False,False,True,False,0,0,0,10
MSBR34,MSBR34,BDR,MS (BDR: MSBR34),13.78,S,2.0,C,0.0,Fraco,208.0,183.5,175.13,169.22,1101514752.0,False,0.0,False,0.0,True,0.65,False,0.0,True,0.8,True,False,0.94,204.38,False,False,False,False,False,True,False,0,0,0,11
PNCS34,PNCS34,BDR,PNC (BDR: PNCS34),13.75,S,0.5,C,0.0,Fraco,221.12,215.85,208.87,204.83,231107543.06,False,0.0,False,0.0,True,0.5,False,0.0,True,1.0,True,False,0.65,226.01,False,False,False,False,False,False,False,0,0,0,12
EPOL39,ISHARES MSCI POLAND ETF,BDR,EPOL (BDR: EPOL39),13.57,S,2.0,C,0.0,Fraco,40.51,38.43,36.27,35.08,9537957.57,False,0.0,False,0.0,True,0.7,False,0.0,True,0.65,True,False,0.86,40.79,False,False,False,False,False,True,False,0,0,0,13
