ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,rasb_trend,rasb_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,rasb_trend_weekly,wedge_weekly,cup_handle_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
GOAU3,METALURGICA GERDAU S.A.,BR_STOCK,GOAU3,17.85,S,0.5,C,2.0,Fraco,9.65,9.04,8.66,8.24,660059.97,True,0.42,False,0.0,True,0.6,False,0.0,True,1.0,True,False,2.26,9.9,False,False,False,False,False,False,False,3.0550001,22.441858,0.66828257,1
GOAU4,METALURGICA GERDAU S.A.,BR_STOCK,GOAU4,17.3,S,2.0,C,2.0,Fraco,10.57,9.52,9.03,8.52,172613380.02,False,0.0,False,0.0,True,0.8,False,0.0,True,1.0,True,True,1.7,10.55,False,False,False,False,False,True,False,3.0550001,24.581394,0.74029976,2
GGBR4,GERDAU S.A.,BR_STOCK,GGBR4,17.3,S,2.0,C,2.0,Fraco,24.65,21.69,20.53,19.52,468761647.75,False,0.0,False,0.0,True,0.8,False,0.0,True,1.0,True,True,2.05,24.42,False,False,False,False,False,True,False,3.066,29.698795,0.91902167,3
GGBR3,GERDAU S.A.,BR_STOCK,GGBR3,17.3,S,2.0,C,2.0,Fraco,20.95,18.83,17.67,16.91,2664840.1,False,0.0,False,0.0,True,0.8,False,0.0,True,1.0,True,True,3.84,20.91,False,False,False,False,False,True,False,3.066,25.240965,0.78107524,4
CTGP34,CTGP34,BDR,C (BDR: CTGP34),16.75,S,2.0,C,3.0,OK,131.26,123.67,114.32,109.83,1450508914.6,False,0.0,False,0.0,True,0.75,False,0.0,True,0.85,True,False,1.11,131.95,False,False,False,False,False,True,False,7.649,16.224968,1.1696146,5
TECN3,TECHNOS S.A.,BR_STOCK,TECN3,16.62,S,2.0,C,4.0,Forte,8.7,8.6,7.74,7.38,671639.99,False,0.0,False,0.0,True,0.75,False,0.0,True,0.8,True,False,2.7,8.99,False,False,False,False,False,True,False,17.363999999999997,7.981651,1.2100139,6
I1XC34,I1XC34,BDR,IX (BDR: I1XC34),16.55,S,2.0,C,2.0,Fraco,38.81,33.5,30.96,29.71,14548899.26,False,0.0,False,0.0,True,0.8,False,0.0,True,0.7,True,False,1.35,40.0,False,False,False,False,False,True,False,10.418,15.462152,1.4677794,7
GSGI34,GSGI34,BDR,GS (BDR: GSGI34),16.45,S,2.0,C,3.0,OK,1064.58,918.72,880.15,848.94,2259239872.36,False,0.0,False,0.0,True,0.7,False,0.0,True,0.8,True,False,0.96,1051.2,False,False,False,False,False,True,False,14.548,19.447935,2.9881184,8
M1NS34,M1NS34,BDR,MNST (BDR: M1NS34),15.72,S,2.0,C,4.0,Forte,88.24,79.19,77.39,74.47,546610696.61,False,0.0,False,0.0,True,0.6,False,0.0,True,0.65,True,False,1.19,89.86,False,False,False,False,False,True,False,26.654,42.62802,9.887942,9
M1TT34,M1TT34,BDR,MAR (BDR: M1TT34),15.45,S,2.0,C,2.0,Fraco,373.76,354.59,325.99,310.51,443395984.71,False,0.0,False,0.0,True,0.7,False,0.0,True,1.0,True,False,0.79,388.37,False,False,False,False,False,True,False,0.0,39.1782,-24.177504,10
