ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,double_bottom,double_bottom_conf,inverse_hs,inverse_hs_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_weekly,cup_handle_weekly,double_bottom_weekly,inverse_hs_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
VFCO34,VFCO34,BDR,VFC (BDR: VFCO34),9.6,A,1.7,C,3.0,OK,19.06,18.12,17.68,16.66,97714155.92,False,0.0,False,0.0,False,0.0,True,0.65,True,0.4,False,False,0.84,22.27,False,False,False,False,True,False,False,22.092,33.438595,2.0160778,324
BBGO11,BBGO11,ETF,BBGO11,9.6,A,0.5,C,0.0,Fraco,74.48,74.73,68.13,65.61,758802.27,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.44,79.25,False,False,False,False,False,False,False,0.0,999.0,999.0,325
FNOR11,FNOR11,ETF,FNOR11,9.6,A,2.1,C,0.0,Fraco,0.7,0.66,0.66,0.7,4493299.92,False,0.0,False,0.0,False,0.0,True,0.65,True,0.65,True,False,6.15,0.72,False,False,False,True,False,False,False,0.0,999.0,999.0,326
N1OV34,N1OV34,BDR,NOV (BDR: N1OV34),9.6,A,2.1,C,1.0,Fraco,19.3,19.38,17.21,16.08,156045299.53,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.47,20.93,False,False,False,False,True,False,False,1.52,77.2,1.1192948,327
SVAL11,SVAL11,ETF,SVAL11,9.5,A,1.5,C,0.0,Fraco,138.49,136.73,135.84,133.61,444137.45,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.29,142.88,False,False,False,False,True,False,False,0.0,999.0,999.0,328
SFIX11,SFIX11,ETF,SFIX11,9.5,A,0.5,C,0.0,Fraco,109.47,107.54,104.54,104.16,175370.94,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.95,110.55,False,False,False,False,False,False,False,0.0,999.0,999.0,329
A1FL34,A1FL34,BDR,AFL (BDR: A1FL34),9.5,A,3.5,C,5.0,Forte,113.6,111.5,110.48,109.01,163651249.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.62,117.06,False,False,False,False,True,True,False,16.469,12.982857,1.9357257,330
ITIP11,ITIP11,ETF,ITIP11,9.5,A,2.0,C,1.0,Fraco,67.23,64.65,63.09,62.15,124711.66,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.38,67.32,False,False,False,False,True,False,False,0.0,16.8075,999.0,331
VISC11,VISC11,ETF,VISC11,9.5,A,0.5,C,0.0,Fraco,111.14,108.81,105.9,103.72,12174164.39,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.13,111.06,False,False,False,False,False,False,False,0.0,77.18055,999.0,332
FGAA11,FGAA11,ETF,FGAA11,9.5,A,0.5,C,0.0,Fraco,9.17,9.16,8.69,8.45,1173631.63,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.01,9.31,False,False,False,False,False,False,False,0.0,999.0,999.0,333
HTMX11,HTMX11,ETF,HTMX11,9.5,A,2.1,C,0.0,Fraco,135.99,135.2,134.81,133.34,171755.38,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.43,137.97,False,False,False,True,False,False,False,0.0,999.0,999.0,334
XPLG11,XPLG11,ETF,XPLG11,9.5,A,1.9,C,1.0,Fraco,99.92,99.88,98.81,96.97,13314239.84,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.6,101.16,False,False,False,False,True,False,False,0.0,19.747036,999.0,335
LFTS11,LFTS11,ETF,LFTS11,9.5,A,0.5,C,0.0,Fraco,152.41,150.44,146.34,144.36,20169482.65,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.89,152.37,False,False,False,False,False,False,False,0.0,999.0,999.0,336
CYCR11,CYCR11,ETF,CYCR11,9.5,A,0.5,C,1.0,Fraco,8.97,8.89,8.4,8.24,1346118.97,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.66,9.06,False,False,False,False,False,False,False,0.0,3.8170216,999.0,337
HGBS11,HGBS11,ETF,HGBS11,9.5,A,1.7,C,4.0,Forte,20.35,20.31,19.57,19.12,3075821.16,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.93,20.88,False,False,False,False,True,False,False,13.068,18.5,0.8789737,338
B1TI34,B1TI34,BDR,BTI (BDR: B1TI34),9.5,A,0.5,C,4.0,Forte,58.08,58.27,56.09,55.37,168588066.27,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,True,False,0.92,59.98,False,False,False,False,False,False,False,15.824,12.253165,10.105103,339
BBFO11,BBFO11,ETF,BBFO11,9.5,A,0.5,C,1.0,Fraco,71.44,71.34,64.29,62.54,138950.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.33,73.3,False,False,False,False,False,False,False,0.0,0.5079636,999.0,340
RBHY11,RBHY11,ETF,RBHY11,9.5,A,1.7,C,1.0,Fraco,79.09,78.19,74.25,72.66,154462.76,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.44,79.64,False,False,False,False,True,False,False,0.0,6.629505,999.0,341
LLFT11,LLFT11,ETF,LLFT11,9.5,A,0.5,C,0.0,Fraco,113.3,111.8,108.73,107.24,64014.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.07,113.51,False,False,False,False,False,False,False,0.0,999.0,999.0,342
POSI3,POSITIVO TECNOLOGIA S.A.,BR_STOCK,POSI3,9.5,A,0.5,C,2.0,Fraco,4.53,4.32,4.17,4.15,3707352.17,False,0.0,False,0.0,False,0.0,True,0.65,True,0.85,False,False,0.85,4.8,False,False,False,False,False,False,False,0.759,75.50001,0.40014136,343
BTCI11,BTCI11,ETF,BTCI11,9.5,A,0.5,C,1.0,Fraco,9.38,9.23,9.0,8.87,3553284.74,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.16,9.54,False,False,False,False,False,False,False,0.0,12.675675,0.9017496,344
RBVA11,RBVA11,ETF,RBVA11,9.5,A,0.5,C,1.0,Fraco,9.79,9.72,9.47,9.13,3509284.23,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,2.37,9.94,False,False,False,False,False,False,False,15.454,999.0,0.8950448,345
RURA11,RURA11,ETF,RURA11,9.5,A,0.5,C,0.0,Fraco,8.87,8.85,8.27,8.04,2290065.44,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.67,9.03,False,False,False,False,False,False,False,0.0,999.0,999.0,346
SNEL11,SNEL11,ETF,SNEL11,9.5,A,1.6,C,0.0,Fraco,8.53,8.45,8.21,8.08,2455454.25,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.76,8.56,False,False,False,False,True,False,False,0.0,22.447369,999.0,347
MCRE11,MCRE11,ETF,MCRE11,9.5,A,0.5,C,1.0,Fraco,9.58,9.45,8.9,8.63,2746700.94,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.97,9.8,False,False,False,False,False,False,False,0.0,7.983333,999.0,348
VGIA11,VGIA11,ETF,VGIA11,9.5,A,2.1,C,0.0,Fraco,9.89,9.73,9.33,9.02,2864786.95,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.02,9.97,False,False,False,False,True,False,False,0.0,999.0,999.0,349
BTLG11,BTLG11,ETF,BTLG11,9.5,A,2.1,C,0.0,Fraco,103.05,102.8,100.56,98.87,11589415.54,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.97,104.48,False,False,False,False,True,False,False,8.615,95.15236,0.9963357,350
MANA11,MANA11,ETF,MANA11,9.5,A,2.0,C,1.0,Fraco,9.39,9.14,8.71,8.51,2411568.06,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.58,9.51,False,False,False,False,True,False,False,0.0,5.7607365,999.0,351
RBRX11,RBRX11,ETF,RBRX11,9.5,A,0.5,C,0.0,Fraco,8.7,8.58,8.01,7.79,4157825.61,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.28,8.87,False,False,False,False,False,False,False,0.0,33.46154,999.0,352
KNCR11,KNCR11,ETF,KNCR11,9.5,A,2.1,C,2.0,Fraco,106.24,104.19,101.13,99.42,19266198.65,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.94,106.48,False,False,False,False,True,False,False,15.479000000000001,8.780165,1.0532577,353
B5P211,B5P211,ETF,B5P211,9.5,A,0.5,C,0.0,Fraco,107.33,105.49,102.43,101.27,21686992.84,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.28,107.44,False,False,False,False,False,False,False,0.0,999.0,999.0,354
ALZR11,ALZR11,ETF,ALZR11,9.5,A,1.8,C,1.0,Fraco,10.59,10.54,10.36,10.15,2226918.18,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.09,10.65,False,False,False,False,True,False,False,0.0,9.715596,999.0,355
BTHF11,BTHF11,ETF,BTHF11,9.5,A,0.5,C,1.0,Fraco,9.37,9.29,8.67,8.43,2018344.83,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.72,9.44,False,False,False,False,False,False,False,0.0,12.662162,999.0,356
NSLU11,NSLU11,ETF,NSLU11,9.5,A,1.7,C,0.0,Fraco,187.01,185.79,181.35,173.08,52549.81,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.38,190.95,False,False,False,False,True,False,False,0.0,999.0,999.0,357
DEBB11,DEBB11,ETF,DEBB11,9.5,A,0.5,C,0.0,Fraco,16.24,16.05,15.67,15.47,3918549.54,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.95,16.25,False,False,False,False,False,False,False,0.0,999.0,999.0,358
INGG34,INGG34,BDR,ING (BDR: INGG34),9.5,A,3.8,C,4.0,Forte,29.78,26.83,26.45,25.79,83412680.06,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.12,30.1,False,False,False,False,True,True,False,16.565001,11.632813,1.3633798,359
HYEM39,VANECK EMERGING MARKETS HIGH YIELD BOND ETF,BDR,HYEM (BDR: HYEM39),9.5,A,2.0,C,0.0,Fraco,20.11,19.79,19.56,19.44,2535086.79,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.79,20.25,False,False,False,False,False,True,False,0.0,999.0,999.0,360
VXXV11,VXXV11,ETF,VXXV11,9.5,A,0.5,C,0.0,Fraco,755.0,741.04,713.75,710.31,499810.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.02,755.0,False,False,False,False,False,False,False,0.0,999.0,999.0,361
BODB11,BODB11,ETF,BODB11,9.5,A,0.5,C,0.0,Fraco,7.94,7.8,7.35,7.15,689255.52,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.61,7.99,False,False,False,False,False,False,False,0.0,999.0,999.0,362
IMAB11,IMAB11,ETF,IMAB11,9.5,A,0.5,C,0.0,Fraco,114.11,112.09,108.94,107.75,12065420.91,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.74,114.75,False,False,False,False,False,False,False,0.0,999.0,999.0,363
PCIP11,PCIP11,ETF,PCIP11,9.5,A,0.5,C,1.0,Fraco,86.14,84.38,81.12,80.93,3542421.33,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.3,86.85,False,False,False,False,False,False,False,0.0,8.412109,999.0,364
KCRE11,KCRE11,ETF,KCRE11,9.5,A,0.5,C,1.0,Fraco,9.35,8.89,8.41,8.27,477523.22,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.91,9.44,False,False,False,False,False,False,False,0.0,7.420635,999.0,365
CAUT11,CAUT11,ETF,CAUT11,9.5,A,2.3,C,0.0,Fraco,100.0,98.81,95.9,95.36,633600.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,3.69,100.0,False,False,False,False,True,False,False,0.0,999.0,999.0,366
H1TH34,H1TH34,BDR,HTHT (BDR: H1TH34),9.5,A,2.8,C,3.0,OK,47.8,50.48,46.71,43.56,96835246.05,False,0.0,False,0.0,True,1.0,False,0.0,True,0.75,False,False,1.32,55.02,False,False,False,True,True,False,False,40.549,20.427351,7.8306127,367
P1LD34,P1LD34,BDR,PLD (BDR: P1LD34),9.5,A,3.3,C,3.0,OK,142.29,136.66,129.83,124.43,530247217.23,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.16,145.44,False,False,False,False,True,True,False,6.844,35.66165,2.476633,368
S2TA34,S2TA34,BDR,STAG (BDR: S2TA34),9.5,A,3.0,C,2.0,Fraco,38.67,37.93,37.59,36.85,41834248.11,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.9,39.99,False,False,False,False,True,True,False,6.915,29.976744,2.054183,369
TBIL39,GLOBAL X 1-3 MONTH T-BILL ETF,BDR,TBIL (BDR: TBIL39),9.5,A,2.0,C,0.0,Fraco,49.89,49.72,49.36,49.17,93773342.63,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.99,49.89,False,False,False,False,False,True,False,0.0,999.0,999.0,370
ENDD11,ENDD11,ETF,ENDD11,9.5,A,0.5,C,0.0,Fraco,113.64,112.83,108.73,106.88,557404.2,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.36,115.84,False,False,False,False,False,False,False,0.0,999.0,999.0,371
KFOF11,KFOF11,ETF,KFOF11,9.5,A,0.5,C,0.0,Fraco,83.33,82.35,80.06,78.07,382401.38,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.37,84.19,False,False,False,False,False,False,False,0.0,21.366667,999.0,372
MCCI11,MCCI11,ETF,MCCI11,9.5,A,1.8,C,1.0,Fraco,96.24,94.34,88.67,86.41,5736866.27,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.79,97.58,False,False,False,False,True,False,False,0.0,9.191977,999.0,373
RECR11,RECR11,ETF,RECR11,9.5,A,3.5,C,1.0,Fraco,82.04,80.55,77.1,76.75,3640607.08,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.14,84.2,False,False,False,True,True,False,False,0.0,7.645853,999.0,374
SEQR11,SEQR11,ETF,SEQR11,9.5,A,0.5,C,1.0,Fraco,54.9,54.89,51.08,49.4,196377.31,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,3.73,55.98,False,False,False,False,False,False,False,0.0,5.309478,999.0,375
TMPS11,TMPS11,ETF,TMPS11,9.5,A,2.3,C,1.0,Fraco,77.59,73.55,69.73,68.12,442340.57,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.6,78.83,False,False,False,False,True,False,False,0.0,16.130976,999.0,376
GTWR11,GTWR11,ETF,GTWR11,9.5,A,0.5,C,1.0,Fraco,84.84,83.72,78.13,75.82,410286.22,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.57,86.77,False,False,False,False,False,False,False,0.0,4.8177166,999.0,377
EXES11,EXES11,ETF,EXES11,9.5,A,0.5,C,1.0,Fraco,9.58,9.3,9.05,8.93,53130.68,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.51,9.65,False,False,False,False,False,False,False,0.0,5.178378,999.0,378
XPSF11,XPSF11,ETF,XPSF11,9.5,A,0.5,C,1.0,Fraco,6.68,6.65,6.27,6.08,238482.67,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.7,6.74,False,False,False,False,False,False,False,0.0,4.1490684,999.0,379
KNRI11,KNRI11,ETF,KNRI11,9.5,A,1.9,C,1.0,Fraco,168.17,165.14,153.47,148.52,8377388.46,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.87,170.33,False,False,False,False,True,False,False,7.609000000000001,11.411413,1.0498487,380
AAZQ11,AAZQ11,ETF,AAZQ11,9.5,A,2.1,C,0.0,Fraco,8.13,8.11,7.78,7.54,410085.34,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.11,8.37,False,False,False,False,True,False,False,0.0,999.0,999.0,381
O1KE34,O1KE34,BDR,OKE (BDR: O1KE34),9.5,A,1.9,C,4.0,Forte,85.87,86.43,76.76,75.57,467699642.83,False,0.0,False,0.0,False,0.0,False,0.0,True,0.75,False,False,1.24,91.43,False,False,False,False,True,False,False,15.903,15.306596,2.4048507,382
AZPL11,AZPL11,ETF,AZPL11,9.5,A,0.5,C,0.0,Fraco,7.76,7.57,7.41,7.32,279918.73,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.57,7.72,False,False,False,False,False,False,False,0.0,25.866667,999.0,383
CRAA11,CRAA11,ETF,CRAA11,9.5,A,0.5,C,0.0,Fraco,102.41,101.49,94.58,92.47,656857.76,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.79,102.99,False,False,False,False,False,False,False,0.0,999.0,999.0,384
JSCR11,JSCR11,ETF,JSCR11,9.5,A,0.5,C,1.0,Fraco,8.29,8.22,7.88,7.74,687547.73,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.91,8.6,False,False,False,False,False,False,False,0.0,6.095588,999.0,385
B5MB11,B5MB11,ETF,B5MB11,9.5,A,0.5,C,0.0,Fraco,131.45,129.59,126.06,124.71,509237.29,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.62,133.46,False,False,False,False,False,False,False,0.0,999.0,999.0,386
BINC11,BINC11,ETF,BINC11,9.5,A,2.3,C,0.0,Fraco,103.0,102.19,97.45,94.58,434969.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.58,103.57,False,False,False,False,True,False,False,0.0,999.0,999.0,387
AFHI11,AFHI11,ETF,AFHI11,9.5,A,2.3,C,1.0,Fraco,97.28,95.01,92.05,90.17,422681.59,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.71,97.47,False,False,False,False,True,False,False,0.0,8.932965,999.0,388
AREA11,AREA11,ETF,AREA11,9.5,A,0.5,C,0.0,Fraco,105.65,104.12,101.33,101.26,483454.41,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.98,107.96,False,False,False,False,False,False,False,0.0,999.0,999.0,389
CCME11,CCME11,ETF,CCME11,9.5,A,0.5,C,1.0,Fraco,9.1,8.95,8.66,8.53,229010.61,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.43,9.29,False,False,False,False,False,False,False,0.0,6.4539013,999.0,390
VRTA11,VRTA11,ETF,VRTA11,9.5,A,0.5,C,1.0,Fraco,76.9,76.57,74.78,73.42,1866209.24,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.88,78.64,False,False,False,False,False,False,False,8.1949994,11.4196615,0.84347,391
BCLO39,GLOBAL X CLOUD COMPUTING ETF,BDR,BCLO (BDR: BCLO39),9.5,A,2.0,C,0.0,Fraco,49.53,48.73,48.56,48.33,79495.65,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.32,49.55,False,False,False,False,False,True,False,0.0,999.0,999.0,392
ISEN11,ISEN11,ETF,ISEN11,9.5,A,0.5,C,0.0,Fraco,113.22,111.93,108.98,107.49,4524950.57,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.64,114.08,False,False,False,False,False,False,False,0.0,999.0,999.0,393
GRUL11,GRUL11,ETF,GRUL11,9.5,A,0.5,C,1.0,Fraco,8.8,8.64,8.29,8.08,345936.81,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.27,9.23,False,False,False,False,False,False,False,0.0,7.6521745,999.0,394
KNHY11,KNHY11,ETF,KNHY11,9.5,A,0.5,C,1.0,Fraco,99.93,98.19,95.46,94.64,3683020.09,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.23,100.79,False,False,False,False,False,False,False,0.0,7.002803,999.0,395
ISET11,ISET11,ETF,ISET11,9.5,A,0.5,C,0.0,Fraco,112.91,111.35,108.45,107.0,3734611.28,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,7.1,114.8,False,False,False,False,False,False,False,0.0,999.0,999.0,396
PACG11,PACG11,ETF,PACG11,9.5,A,0.5,C,0.0,Fraco,115.49,113.53,110.35,109.14,4052428.54,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,10.69,116.03,False,False,False,False,False,False,False,0.0,999.0,999.0,397
ISTT11,ISTT11,ETF,ISTT11,9.5,A,0.5,C,0.0,Fraco,1101.65,1082.09,1055.03,1050.65,8762524.29,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.37,1098.03,False,False,False,False,False,False,False,0.0,999.0,999.0,398
HSAF11,HSAF11,ETF,HSAF11,9.5,A,2.0,C,1.0,Fraco,80.0,78.99,75.56,74.28,623120.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.65,81.34,False,False,False,False,True,False,False,0.0,7.7594566,999.0,399
HGRU11,HGRU11,ETF,HGRU11,9.5,A,1.9,C,0.0,Fraco,130.94,128.38,124.12,122.19,4241670.44,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.97,132.84,False,False,False,False,True,False,False,0.0,13094.001,999.0,400
FIXA11,FIXA11,ETF,FIXA11,9.5,A,0.5,C,0.0,Fraco,19.11,18.96,18.62,18.4,112424.13,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.6,19.38,False,False,False,False,False,False,False,0.0,999.0,999.0,401
RZAT11,RZAT11,ETF,RZAT11,9.5,A,2.2,C,1.0,Fraco,99.0,91.84,86.73,85.48,675279.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.44,99.79,False,False,False,False,True,False,False,0.0,8.236273,999.0,402
IRFM11,IRFM11,ETF,IRFM11,9.5,A,0.5,C,0.0,Fraco,100.81,99.58,97.46,96.18,4350354.63,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.11,101.85,False,False,False,False,False,False,False,0.0,999.0,999.0,403
IB5M11,IB5M11,ETF,IB5M11,9.5,A,0.5,C,0.0,Fraco,124.5,122.72,119.39,118.11,789703.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.43,126.14,False,False,False,False,False,False,False,0.0,999.0,999.0,404
GSFI11,GSFI11,ETF,GSFI11,9.5,A,0.5,C,0.0,Fraco,11.27,11.04,10.56,10.16,79983.19,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.03,11.74,False,False,False,False,False,False,False,0.0,999.0,999.0,405
LVBI11,LVBI11,ETF,LVBI11,9.5,A,0.5,C,0.0,Fraco,109.15,108.27,106.27,104.13,4476132.41,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.27,109.09,False,False,False,False,False,False,False,0.0,999.0,999.0,406
PMLL11,PMLL11,ETF,PMLL11,9.5,A,0.5,C,0.0,Fraco,108.34,106.7,101.12,98.78,4436847.87,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.58,111.54,False,False,False,False,False,False,False,0.0,216.68,999.0,407
SNFZ11,SNFZ11,ETF,SNFZ11,9.5,A,1.6,C,0.0,Fraco,9.72,9.65,9.44,9.31,291220.93,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.04,9.8,False,False,False,False,True,False,False,0.0,999.0,999.0,408
BRCO11,BRCO11,ETF,BRCO11,9.5,A,0.5,C,0.0,Fraco,118.88,116.66,113.76,111.06,5081168.84,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.73,119.34,False,False,False,False,False,False,False,0.0,999.0,999.0,409
XFIX11,XFIX11,ETF,XFIX11,9.5,A,0.5,C,0.0,Fraco,13.79,13.71,13.28,13.03,592570.09,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,2.47,13.92,False,False,False,False,False,False,False,0.0,999.0,999.0,410
KNUQ11,KNUQ11,ETF,KNUQ11,9.5,A,1.9,C,1.0,Fraco,105.13,103.17,99.85,98.41,4513546.17,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.88,105.88,False,False,False,False,True,False,False,0.0,7.498573,999.0,411
GAME11,GAME11,ETF,GAME11,9.5,A,2.0,C,1.0,Fraco,8.93,8.91,8.52,8.33,272070.32,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.01,9.16,False,False,False,False,True,False,False,0.0,6.288733,999.0,412
PMIS11,PMIS11,ETF,PMIS11,9.5,A,1.5,C,0.0,Fraco,8.01,7.99,7.73,7.55,251954.56,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.49,8.1,False,False,False,True,False,False,False,0.0,999.0,999.0,413
KNIP11,KNIP11,ETF,KNIP11,9.5,A,0.5,C,1.0,Fraco,93.6,90.48,86.89,85.38,3734827.14,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.39,94.04,False,False,False,False,False,False,False,0.0,8.409703,999.0,414
BBOV11,BBOV11,ETF,BBOV11,9.5,A,1.9,C,0.0,Fraco,96.0,98.1,88.84,84.73,946368.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.8,104.8,False,False,False,False,True,False,False,0.0,999.0,999.0,415
NTNS11,NTNS11,ETF,NTNS11,9.5,A,0.5,C,0.0,Fraco,65.22,64.08,62.27,61.57,1312030.76,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.71,65.22,False,False,False,False,False,False,False,0.0,999.0,999.0,416
VVCR11,VVCR11,ETF,VVCR11,9.5,A,0.5,C,0.0,Fraco,9.61,9.44,9.2,9.18,192401.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,4.0,9.93,False,False,False,False,False,False,False,0.0,999.0,999.0,417
ITRI11,ITRI11,ETF,ITRI11,9.5,A,0.5,C,1.0,Fraco,86.71,85.93,80.29,78.02,879933.07,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.59,90.13,False,False,False,False,False,False,False,0.0,19.573364,999.0,418
VCJR11,VCJR11,ETF,VCJR11,9.5,A,0.5,C,1.0,Fraco,78.82,78.3,75.36,74.5,1589957.03,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.46,80.63,False,False,False,False,False,False,False,0.0,6.6570945,999.0,419
HGCR11,HGCR11,ETF,HGCR11,9.5,A,0.5,C,0.0,Fraco,98.0,95.33,91.96,90.22,1870918.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.45,99.12,False,False,False,False,False,False,False,0.0,999.0,999.0,420
VILG11,VILG11,ETF,VILG11,9.5,A,0.5,C,1.0,Fraco,101.26,99.28,93.99,89.86,2884492.42,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.71,103.5,False,False,False,False,False,False,False,0.0,16.279743,999.0,421
RCRB11,RCRB11,ETF,RCRB11,9.5,A,0.5,C,1.0,Fraco,140.57,139.9,132.16,128.62,1816445.63,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.78,141.76,False,False,False,False,False,False,False,9.1800004,19.28258,0.67797184,422
ALZC11,ALZC11,ETF,ALZC11,9.5,A,0.5,C,0.0,Fraco,7.73,7.71,7.43,7.29,154136.2,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.63,7.85,False,False,False,False,False,False,False,0.0,21.472221,999.0,423
