ticker,name,category,display,technical_score,technical_tier,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,double_bottom,double_bottom_conf,inverse_hs,inverse_hs_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,roe,pl,pvp,rank
MLAS3,GRUPO MULTI S.A.,BR_STOCK,MLAS3,16.12,S,3.0,OK,1.58,1.38,1.28,1.21,1362276.04,False,0.0,False,0.0,True,0.85,True,0.85,True,0.9,True,False,0.82,1.65,4.16,10.533333,0.42981502,1
HAGA4,HAGA S.A. INDUSTRIA E COMERCIO,BR_STOCK,HAGA4,16.02,S,2.0,Fraco,1.71,1.48,1.26,1.24,294633.01,True,0.44,False,0.0,False,0.0,True,0.7,True,0.65,True,True,23.41,1.7,0.0,9.5,-0.4049254,2
MUTC34,MUTC34,BDR,MU (BDR: MUTC34),15.7,S,4.0,Forte,666.59,437.91,336.07,284.57,35133348615.83,False,0.0,False,0.0,False,0.0,True,0.85,True,0.75,True,False,1.23,651.74,39.823002,31.457764,10.377042,3
V1OD34,V1OD34,BDR,VOD (BDR: V1OD34),15.6,S,2.0,Fraco,16.13,15.16,13.64,13.06,56263888.83,False,0.0,False,0.0,True,0.8,False,0.0,True,0.8,True,False,0.77,16.22,-6.616,999.0,6.467346,4
TXSA34,TXSA34,BDR,TX (BDR: TXSA34),15.5,S,1.0,Fraco,48.42,41.16,39.62,38.0,51692270.07,False,0.0,False,0.0,True,1.0,False,0.0,True,0.5,True,True,3.26,44.44,1.8780000000000001,22.00909,0.7957925,5
ITLC34,ITLC34,BDR,INTC (BDR: ITLC34),15.5,S,2.0,Fraco,113.01,59.27,47.0,41.4,17443040489.01,False,0.0,False,0.0,False,0.0,True,0.7,True,0.8,True,False,0.89,110.48,-2.911,999.0,4.938385,6
V1RT34,V1RT34,BDR,VRT (BDR: V1RT34),15.5,S,4.0,Forte,358.92,281.57,215.08,195.15,1995449194.21,False,0.0,False,0.0,False,0.0,True,0.85,True,0.9,True,False,0.9,341.12,45.097,89.95489,34.836456,7
DEAI34,DEAI34,BDR,DAL (BDR: DEAI34),15.5,S,3.0,OK,73.34,66.28,65.38,63.44,696432864.88,False,0.0,False,0.0,True,1.0,True,0.7,True,0.55,True,False,1.25,75.02,24.990000000000002,10.706569,2.3519223,8
USIM3,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,BR_STOCK,USIM3,15.4,S,2.0,Fraco,8.33,6.96,6.06,5.65,7187956.93,False,0.0,False,0.0,False,0.0,True,0.7,True,1.0,True,False,1.12,8.33,-9.325,999.0,0.49928075,9
ABUD34,ABUD34,BDR,BUD (BDR: ABUD34),15.33,S,3.0,OK,82.09,73.47,68.25,66.56,242611566.24,False,0.0,False,0.0,True,0.85,True,0.7,True,0.65,True,False,1.32,81.6,0.0,22.739613,10.985739,10
TSNF34,TSNF34,BDR,TSN (BDR: TSNF34),15.3,S,3.0,OK,68.09,63.34,59.05,57.81,176229234.81,False,0.0,False,0.0,True,0.8,True,0.7,True,0.7,True,False,0.82,69.48,2.619,53.61417,1.3301426,11
S1TX34,S1TX34,BDR,STX (BDR: S1TX34),15.3,S,3.0,OK,786.42,481.53,360.46,314.32,4276457496.67,False,0.0,False,0.0,False,0.0,True,0.7,True,0.7,True,False,0.98,792.01,1787.97,74.47159,373.77374,12
A1MT34,A1MT34,BDR,AMAT (BDR: A1MT34),15.3,S,3.0,OK,428.62,371.53,303.82,272.18,3093199630.52,False,0.0,False,0.0,False,0.0,True,0.85,True,0.8,True,False,1.2,420.5,38.863,44.00616,15.663074,13
USIM5,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,BR_STOCK,USIM5,15.3,S,2.0,Fraco,8.74,7.03,6.11,5.66,175802473.4,False,0.0,False,0.0,False,0.0,True,0.85,True,0.8,True,False,1.28,8.65,-9.325,999.0,0.52385515,14
CATP34,CATP34,BDR,CAT (BDR: CATP34),15.2,S,3.0,OK,926.93,757.75,651.47,596.17,2435473332.42,False,0.0,False,0.0,False,0.0,True,0.85,True,0.75,True,False,1.02,908.9,51.331,46.161854,23.01788,15
W1DC34,W1DC34,BDR,WDC (BDR: W1DC34),15.2,S,4.0,Forte,483.15,328.13,233.82,196.85,3993646826.5,False,0.0,False,0.0,False,0.0,True,0.7,True,0.65,True,False,0.92,480.11,85.920995,28.931135,23.100645,16
M2PR34,M2PR34,BDR,MPWR (BDR: M2PR34),15.2,S,4.0,Forte,1652.35,1260.91,1092.28,1025.97,1316212420.05,False,0.0,False,0.0,False,0.0,True,0.7,True,0.9,True,False,1.14,1661.79,19.573999999999998,118.19385,22.790405,17
R2RX34,R2RX34,BDR,RRX (BDR: R2RX34),15.2,S,3.0,OK,231.37,200.88,170.25,164.13,507681760.83,False,0.0,False,0.0,False,0.0,True,0.7,True,0.9,True,True,2.05,224.98,4.279999999999999,55.088097,2.244698,18
TSMC34,TSMC34,BDR,TSM (BDR: TSMC34),15.2,S,4.0,Forte,419.5,361.78,327.1,306.74,7397889631.5,False,0.0,False,0.0,False,0.0,True,0.7,True,0.9,True,False,1.27,414.5,36.21,36.16379,64.1697,19
I1EX34,I1EX34,BDR,IEX (BDR: I1EX34),15.12,S,3.0,OK,218.19,200.02,186.95,181.21,105185254.57,False,0.0,False,0.0,True,0.85,True,0.55,True,0.7,True,False,0.66,223.85,12.748000000000001,32.324444,4.041454,20
J2AZ34,J2AZ34,BDR,JAZZ (BDR: J2AZ34),15.1,S,2.0,Fraco,228.57,192.56,169.81,157.94,485277896.83,False,0.0,False,0.0,False,0.0,True,0.7,True,0.85,True,True,2.46,212.57,-8.466999999999999,2077.9092,3.2515829,21
A1DI34,A1DI34,BDR,ADI (BDR: A1DI34),15.1,S,3.0,OK,415.63,346.08,297.3,282.39,1584922313.25,False,0.0,False,0.0,False,0.0,True,0.7,True,0.85,True,False,1.19,408.37,7.861999999999999,76.12271,6.005606,22
I1HG34,I1HG34,BDR,IHG (BDR: I1HG34),15.1,S,2.0,Fraco,145.56,136.78,134.01,130.19,23730791.96,False,0.0,False,0.0,True,1.0,True,0.7,True,0.85,True,False,0.73,148.38,0.0,29.889118,-47.94899,23
O2NS34,O2NS34,BDR,ON (BDR: O2NS34),15.1,S,2.0,Fraco,105.77,72.57,61.39,58.82,2300475955.68,False,0.0,False,0.0,False,0.0,True,0.85,True,0.7,True,False,1.56,105.81,7.4939995999999995,77.77206,5.4686933,24
VBBR3,VIBRA ENERGIA S.A.,BR_STOCK,VBBR3,15.1,S,3.0,OK,32.83,31.43,26.9,25.19,224045064.5,False,0.0,False,0.0,False,0.0,True,0.55,True,1.0,True,False,1.22,34.2,9.624,18.44382,1.8998843,25
M2RV34,M2RV34,BDR,MRVL (BDR: M2RV34),15.1,S,4.0,Forte,172.15,115.19,95.15,89.76,3971335439.5,False,0.0,False,0.0,False,0.0,True,0.7,True,0.85,True,False,0.91,172.98,19.253999,56.074917,10.194232,26
ASML34,ASML34,BDR,ASML (BDR: ASML34),15.1,S,4.0,Forte,1544.74,1397.36,1236.77,1123.29,3550232666.84,False,0.0,False,0.0,True,0.8,True,0.55,False,0.0,True,False,1.42,1528.64,52.236000000000004,50.981518,1354.1583,27
M1CH34,M1CH34,BDR,MCHP (BDR: M1CH34),15.1,S,2.0,Fraco,102.92,73.71,68.68,67.74,1333464945.28,False,0.0,False,0.0,False,0.0,True,1.0,True,0.55,True,False,1.16,99.08,-1.0930001,999.0,8.489648,28
C2CA34,C2CA34,BDR,KOF (BDR: C2CA34),15.03,S,3.0,OK,106.95,100.77,95.84,92.82,13149181.27,False,0.0,False,0.0,True,0.85,True,0.7,True,1.0,True,False,0.59,108.28,15.825,999.0,2.6708012,29
FMXB34,FMXB34,BDR,KOF (BDR: FMXB34),15.03,S,3.0,OK,106.95,100.77,95.84,92.82,13149181.27,False,0.0,False,0.0,True,0.85,True,0.7,True,1.0,True,False,0.59,108.28,15.825,999.0,2.6708012,30
BIIB34,BIIB34,BDR,BIIB (BDR: BIIB34),15.03,S,3.0,OK,190.68,184.38,175.05,165.4,141359659.17,False,0.0,False,0.0,True,0.85,True,0.55,True,0.65,True,False,0.67,195.98,7.7010006,20.481201,1.5089382,31
ORVR3,ORIZON VALORIZACAO DE RESIDUOS S.A.,BR_STOCK,ORVR3,15.0,S,1.0,Fraco,83.2,74.01,67.23,63.48,63789437.66,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,False,1.42,84.9,6.099,108.05195,5.545927,32
L1RC34,L1RC34,BDR,LRCX (BDR: L1RC34),15.0,S,4.0,Forte,297.17,239.1,199.77,176.59,4317872271.51,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,False,1.45,280.0,66.762,56.069813,35.10988,33
C2GN34,C2GN34,BDR,CGNX (BDR: C2GN34),15.0,S,3.0,OK,62.26,52.61,45.25,44.51,417890852.01,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,True,3.56,58.9,7.606,91.55882,6.9688826,34
M2KS34,M2KS34,BDR,MKSI (BDR: M2KS34),15.0,S,2.0,Fraco,293.77,249.83,200.02,176.74,535012435.14,False,0.0,False,0.0,False,0.0,True,0.7,True,0.8,True,False,1.42,298.0,11.704001,67.22426,7.260572,35
S2GM34,S2GM34,BDR,SGML (BDR: S2GM34),14.9,S,0.0,Fraco,22.85,15.45,12.02,10.54,103900711.18,False,0.0,False,0.0,False,0.0,True,0.55,True,0.65,True,False,1.74,23.46,-67.376,999.0,44.980316,36
IBKR34,IBKR34,BDR,IBKR (BDR: IBKR34),14.9,S,3.0,OK,87.04,72.41,70.29,68.67,336980760.02,False,0.0,False,0.0,True,1.0,True,0.7,True,0.75,True,False,0.85,84.63,23.56,37.517242,6.942096,37
A1MD34,A1MD34,BDR,AMD (BDR: A1MD34),14.9,S,3.0,OK,421.39,245.53,230.95,214.6,35922147772.39,False,0.0,False,0.0,False,0.0,True,0.7,True,0.75,True,True,1.71,362.79,7.081999999999999,162.69885,10.902717,38
RIOT34,RIOT34,BDR,RIO (BDR: RIOT34),14.9,S,4.0,Forte,105.51,94.48,82.67,77.06,423516410.0,False,0.0,False,0.0,False,0.0,True,0.55,True,0.9,True,True,1.79,101.33,16.399999,17.353619,2.7561977,39
Q1UA34,Q1UA34,BDR,PWR (BDR: Q1UA34),14.8,S,3.0,OK,785.24,595.37,501.5,473.42,950288013.3,False,0.0,False,0.0,False,0.0,True,0.55,True,0.85,True,False,0.96,777.84,13.533999999999999,108.30897,13.1405525,40
E2XE34,E2XE34,BDR,EXEL (BDR: E2XE34),14.72,S,5.0,Forte,48.7,43.39,42.61,41.7,306547414.4,True,0.44,False,0.0,False,0.0,True,0.55,True,0.9,True,True,2.33,47.47,35.527,16.125828,5.9145007,41
J2BL34,J2BL34,BDR,JBL (BDR: J2BL34),14.7,S,3.0,OK,372.34,288.47,246.23,238.8,961279477.05,False,0.0,False,0.0,False,0.0,True,0.85,True,0.5,True,True,2.18,352.67,59.696996,50.18059,29.315802,42
TEXA34,TEXA34,BDR,TXN (BDR: TEXA34),14.7,S,4.0,Forte,289.44,217.56,193.67,191.65,2910769593.19,False,0.0,False,0.0,False,0.0,True,0.55,True,0.8,True,False,0.95,286.37,32.347,49.56164,15.698866,43
A1KA34,A1KA34,BDR,AKAM (BDR: A1KA34),14.7,S,1.0,Fraco,121.99,104.95,93.02,88.92,716864341.26,False,0.0,False,0.0,False,0.0,True,0.7,True,0.65,True,True,1.54,118.16,9.1730006,39.736156,3.5467362,44
E2NT34,E2NT34,BDR,ENTG (BDR: E2NT34),14.7,S,3.0,OK,155.86,129.46,108.27,102.26,468562075.69,False,0.0,False,0.0,False,0.0,True,0.55,True,0.8,True,False,0.8,159.04,6.788000499999999,90.09248,5.988627,45
WEST3,WESTWING COMERCIO VAREJISTA S.A.,BR_STOCK,WEST3,14.7,S,2.0,Fraco,8.18,7.19,6.08,5.73,528428.02,False,0.0,False,0.0,False,0.0,True,0.85,True,0.5,True,False,1.7,8.5,-4.3999999999999995,999.0,0.4124439,46
OPCT3,OCEANPACT SERVICOS MARITIMOS S.A.,BR_STOCK,OPCT3,14.6,S,2.0,Fraco,10.28,9.67,8.66,8.16,3638091.91,False,0.0,False,0.0,False,0.0,True,0.55,True,0.75,True,False,0.98,10.72,10.507,19.396227,2.0208373,47
VIUR11,VIUR11,ETF,VIUR11,14.6,S,1.0,Fraco,2.65,2.11,1.99,1.93,372926.56,False,0.0,False,0.0,False,0.0,True,0.55,True,0.75,True,False,0.38,2.69,0.0,3.7323947,999.0,48
SLBG34,SLBG34,BDR,SLB (BDR: SLBG34),14.53,S,2.0,Fraco,55.16,51.08,43.87,41.4,713474464.63,False,0.0,False,0.0,True,0.85,True,0.4,True,0.55,True,False,0.9,57.2,14.066,24.29956,3.0148666,49
G1WW34,G1WW34,BDR,GWW (BDR: G1WW34),14.4,S,3.0,OK,1169.86,1120.18,1048.03,1033.29,370425635.62,False,0.0,False,0.0,True,1.0,True,0.55,True,0.65,True,False,1.26,1183.01,46.098998,33.03756,14.848388,50
DTCR39,GLOBAL X DATA CENTER & DIGITAL INFRASTRUCTURE ETF,BDR,DTCR (BDR: DTCR39),14.4,S,0.0,Fraco,30.31,26.09,23.55,22.45,50795285.39,False,0.0,False,0.0,False,0.0,True,0.7,True,0.5,True,False,1.36,29.49,0.0,22.371897,999.0,51
STMN34,STMN34,BDR,STM (BDR: STMN34),14.4,S,2.0,Fraco,57.95,39.11,31.13,29.99,635445749.67,False,0.0,False,0.0,False,0.0,True,0.55,True,0.65,True,False,0.77,57.67,0.9079999999999999,362.1875,2.8988047,52
UGPA3,ULTRAPAR PARTICIPACOES S.A.,BR_STOCK,UGPA3,14.4,S,3.0,OK,29.79,28.17,24.0,22.37,90019424.77,False,0.0,False,0.0,False,0.0,True,0.55,True,0.65,True,False,0.8,30.81,16.381,12.676597,2.0321987,53
GSGI34,GSGI34,BDR,GS (BDR: GSGI34),14.4,S,3.0,OK,937.35,871.13,858.31,828.86,2170558536.02,False,0.0,False,0.0,True,0.8,True,0.55,True,0.9,True,False,1.53,952.01,14.548,17.114296,2.6054435,54
M1TB34,M1TB34,BDR,MTB (BDR: M1TB34),14.32,S,3.0,OK,217.42,211.84,203.83,200.8,173131327.12,False,0.0,False,0.0,True,0.85,True,0.55,True,0.8,True,False,0.84,223.73,10.291000499999999,12.200898,1.250791,55
M2AS34,M2AS34,BDR,MASI (BDR: M2AS34),14.3,S,3.0,OK,178.49,177.4,154.66,153.06,179424010.2,True,0.5,False,0.0,False,0.0,True,0.85,True,0.8,True,False,1.27,178.85,23.427999,46.723824,12.893519,56
ARNC34,ARNC34,BDR,HWM (BDR: ARNC34),14.3,S,4.0,Forte,256.43,245.42,220.59,210.94,924531926.3,False,0.0,False,0.0,True,1.0,True,0.55,True,0.6,True,False,1.56,259.82,30.442999999999998,69.1186,19.2385,57
SAPR4,CIA SANEAMENTO DO PARANA - SANEPAR,BR_STOCK,SAPR4,14.2,S,4.0,Forte,8.41,8.26,7.78,7.51,17576058.68,False,0.0,False,0.0,True,1.0,True,0.55,True,0.8,False,False,1.35,9.04,17.944999,6.51938,0.205855,58
DMVF3,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,BR_STOCK,DMVF3,14.2,S,4.0,Forte,6.88,6.8,6.14,5.76,264192.0,False,0.0,False,0.0,True,1.0,True,0.55,True,0.8,False,False,0.9,7.35,2.485,15.28889,0.37870866,59
GGBR4,GERDAU S.A.,BR_STOCK,GGBR4,14.2,S,2.0,Fraco,24.36,20.16,19.84,18.95,333963428.37,False,0.0,False,0.0,False,0.0,True,0.85,True,1.0,True,False,1.11,23.75,3.066,29.3494,0.9082097,60
VLYB34,VLYB34,BDR,VLY (BDR: VLYB34),14.1,S,3.0,OK,13.66,12.7,11.89,11.38,78993552.54,False,0.0,False,0.0,True,1.0,True,0.55,False,0.0,True,False,0.83,14.12,8.556999999999999,12.306306,1.0201643,61
MOOO34,MOOO34,BDR,MO (BDR: MOOO34),14.1,S,3.0,OK,70.17,66.66,61.92,61.86,780883245.95,False,0.0,False,0.0,True,0.8,True,0.55,True,1.0,False,False,0.98,74.56,0.0,14.649269,-33.542065,62
EUCA4,EUCATEX S.A. INDUSTRIA E COMERCIO,BR_STOCK,EUCA4,14.1,S,4.0,Forte,21.55,20.89,18.62,18.05,2812274.9,False,0.0,False,0.0,True,0.8,False,0.0,True,0.8,True,False,3.65,22.24,11.956,6.2283235,0.7174484,63
EPOL39,ISHARES MSCI POLAND ETF,BDR,EPOL (BDR: EPOL39),14.03,S,1.0,Fraco,40.18,37.3,35.42,34.44,19748590.69,False,0.0,False,0.0,True,0.65,True,0.55,True,0.9,True,False,1.07,40.94,0.0,12.934265,999.0,64
DDNB34,DDNB34,BDR,DD (BDR: DDNB34),14.03,S,1.0,Fraco,50.07,46.38,42.31,39.51,211666217.13,False,0.0,False,0.0,True,0.85,True,0.7,False,0.0,True,False,1.24,50.16,0.8959999999999999,131.76315,1.4719545,65
H1AS34,H1AS34,BDR,HAS (BDR: H1AS34),14.03,S,1.0,Fraco,97.48,93.91,86.5,83.94,129892884.31,False,0.0,False,0.0,True,0.85,True,0.7,False,0.0,True,False,0.87,99.2,-36.355,999.0,25.411888,66
FLRY3,FLEURY S.A.,BR_STOCK,FLRY3,14.0,S,3.0,OK,16.83,16.25,15.56,15.12,34594064.84,False,0.0,False,0.0,True,1.0,True,0.85,True,0.9,False,False,1.05,17.72,11.3970004,15.026786,1.8339326,67
M1UF34,M1UF34,BDR,MUFG (BDR: M1UF34),14.0,S,3.0,OK,18.39,17.49,16.81,16.39,42600029.01,False,0.0,False,0.0,True,0.8,True,0.55,True,0.7,True,False,0.94,18.65,6.1129999999999995,17.186914,1.5339447,68
T1WL34,T1WL34,BDR,TWLO (BDR: T1WL34),14.0,S,3.0,OK,191.4,134.56,126.99,122.74,482337171.82,False,0.0,False,0.0,False,0.0,True,0.85,True,0.9,True,False,0.72,196.37,1.317,289.99997,3.7478704,69
A1RC34,A1RC34,BDR,ARCO (BDR: A1RC34),13.92,S,3.0,OK,9.04,8.44,7.76,7.52,7990591.57,False,0.0,False,0.0,True,0.85,True,0.55,True,0.85,False,False,0.84,9.75,33.176,8.950495,2.4719715,70
ABEV3,AMBEV S.A.,BR_STOCK,ABEV3,13.9,S,0.0,Fraco,16.95,15.35,13.66,13.05,537976074.21,False,0.0,False,0.0,True,0.8,True,0.7,False,0.0,True,False,1.05,16.84,0.0,0.0,0.0,71
FNAM11,FNAM11,ETF,FNAM11,13.9,S,0.0,Fraco,0.38,0.01,0.0,0.0,6521939.92,False,0.0,False,0.0,False,0.0,True,0.7,False,0.0,True,False,0.22,0.0,0.0,999.0,999.0,72
C1FG34,C1FG34,BDR,CFG (BDR: C1FG34),13.8,S,3.0,OK,65.62,61.04,57.92,55.74,224773773.11,False,0.0,False,0.0,True,1.0,True,0.4,False,0.0,True,False,0.88,66.37,7.739,15.549765,1.1618683,73
F1SL34,F1SL34,BDR,FSLY (BDR: F1SL34),13.8,S,2.0,Fraco,31.57,25.57,15.42,13.44,420674223.75,False,0.0,False,0.0,False,0.0,True,0.85,True,0.55,True,False,1.69,34.82,-12.843001000000001,999.0,5.1467233,74
GOGL35,GOGL35,BDR,GOOG (BDR: GOGL35),13.8,S,4.0,Forte,395.14,318.62,306.08,284.02,8719383212.48,False,0.0,False,0.0,False,0.0,False,0.0,True,0.9,True,False,1.06,388.96,38.884997,30.163359,11.502343,75
CTGP34,CTGP34,BDR,C (BDR: CTGP34),13.72,S,3.0,OK,127.6,117.66,110.77,106.83,1704619098.02,False,0.0,False,0.0,True,0.85,True,0.55,True,0.75,False,False,1.26,134.65,7.649,15.772558,1.1370116,76
NOKI34,NOKI34,BDR,NOK (BDR: NOKI34),13.7,S,2.0,Fraco,13.19,9.37,7.41,6.65,1584210409.06,False,0.0,False,0.0,False,0.0,True,0.7,True,0.9,False,False,0.89,13.98,3.7249997,82.4375,3.034298,77
A2RR34,A2RR34,BDR,ARWR (BDR: A2RR34),13.6,S,2.0,Fraco,79.14,64.54,58.23,49.48,132298732.68,False,0.0,False,0.0,False,0.0,True,0.7,True,0.85,True,False,1.05,77.9,75.496,49.462498,19.129805,78
CHIP11,CHIP11,ETF,CHIP11,13.6,S,0.0,Fraco,33.39,26.88,25.09,23.81,4350984.04,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.06,31.85,0.0,999.0,999.0,79
GOGL34,GOGL34,BDR,GOOGL (BDR: GOGL34),13.6,S,4.0,Forte,398.04,320.12,306.17,283.93,12379322097.67,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.0,392.82,38.884997,30.31531,11.586761,80
L1YV34,L1YV34,BDR,LYV (BDR: L1YV34),13.6,S,2.0,Fraco,167.82,157.41,149.29,152.21,1014153086.26,False,0.0,False,0.0,True,0.8,True,0.7,True,0.85,True,False,2.66,168.55,36.701,999.0,144.92229,81
N1UE34,N1UE34,BDR,NUE (BDR: N1UE34),13.6,S,3.0,OK,234.22,184.89,168.03,161.17,285787984.67,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.67,233.74,12.285,23.259186,2.554087,82
IGTI3,IGUATEMI S.A.,BR_STOCK,IGTI3,13.6,S,4.0,Forte,3.4,3.25,3.07,2.97,1025440.03,False,0.0,False,0.0,True,0.8,True,0.4,True,0.65,True,False,8.97,3.53,13.001001,5.862069,0.21686439,83
S1MF34,S1MF34,BDR,SMFG (BDR: S1MF34),13.6,S,3.0,OK,21.92,20.57,19.43,18.66,35941939.17,False,0.0,False,0.0,True,0.8,True,0.55,False,0.0,True,False,0.84,21.87,4.933,15.328672,1.4250969,84
K1BF34,K1BF34,BDR,KB (BDR: K1BF34),13.6,S,3.0,OK,110.89,105.26,94.63,91.28,15002418.91,False,0.0,False,0.0,False,0.0,True,0.55,True,1.0,True,False,0.82,114.21,0.0,10.724371,4.302318,85
G2EV34,G2EV34,BDR,GEV (BDR: G2EV34),13.6,S,4.0,Forte,1118.96,937.79,747.01,715.9,2540613137.79,False,0.0,False,0.0,False,0.0,True,0.7,True,0.85,False,False,0.71,1181.95,75.708,32.746853,21.597792,86
C1CJ34,C1CJ34,BDR,CCJ (BDR: C1CJ34),13.57,S,3.0,OK,123.76,115.04,104.59,98.02,466334494.85,True,0.46,False,0.0,False,0.0,True,0.85,True,0.75,False,False,1.18,131.21,9.5979996,112.50909,10.400992,87
ARMT34,ARMT34,BDR,MT (BDR: ARMT34),13.5,S,3.0,OK,63.09,56.99,49.76,45.71,174363789.21,False,0.0,False,0.0,False,0.0,True,0.7,True,0.8,True,False,1.62,63.35,5.4330003,16.515707,1.7632756,88
AURE3,AUREN ENERGIA S.A.,BR_STOCK,AURE3,13.5,S,1.0,Fraco,14.02,12.66,11.86,11.44,45325259.48,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,False,1.16,14.66,-3.948,999.0,1.1706747,89
S2CH34,S2CH34,BDR,SQM (BDR: S2CH34),13.5,S,3.0,OK,93.46,81.74,69.06,62.5,129434154.63,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,False,1.23,95.46,9.669,45.368935,4.69059,90
SBUB34,SBUB34,BDR,SBUX (BDR: SBUB34),13.5,S,2.0,Fraco,106.44,97.4,90.5,89.59,917643635.81,False,0.0,False,0.0,False,0.0,True,0.7,True,0.8,True,False,1.01,107.52,0.0,81.251915,-14.327636,91
MSBR34,MSBR34,BDR,MS (BDR: MSBR34),13.5,S,3.0,OK,193.35,172.44,170.68,164.67,1214220636.83,False,0.0,False,0.0,True,0.8,False,0.0,True,1.0,True,False,1.39,193.55,0.0,17.529467,3.0038686,92
GGBR3,GERDAU S.A.,BR_STOCK,GGBR3,13.5,S,2.0,Fraco,20.73,17.68,17.14,16.49,1708151.96,False,0.0,False,0.0,False,0.0,True,0.7,True,0.8,True,True,2.09,20.34,3.066,24.975904,0.772873,93
BTHI11,BTHI11,ETF,BTHI11,13.47,S,0.0,Fraco,45.48,43.94,42.67,41.81,108015.0,True,0.32,False,0.0,False,0.0,True,0.7,True,0.8,True,False,3.89,47.0,0.0,999.0,999.0,94
EWJV39,ISHARES MSCI JAPAN VALUE ETF,BDR,EWJV (BDR: EWJV39),13.43,S,1.0,Fraco,44.53,43.05,41.07,39.9,55202815.3,False,0.0,False,0.0,True,0.85,False,0.0,True,0.9,True,False,8.55,45.1,0.0,15.635896,999.0,95
Z1TO34,Z1TO34,BDR,ZTO (BDR: Z1TO34),13.4,S,4.0,Forte,25.88,24.39,21.88,21.18,33561286.43,False,0.0,False,0.0,False,0.0,True,0.7,True,0.75,True,False,0.82,25.97,14.229,15.780487,2.1258016,96
ROST34,ROST34,BDR,ROST (BDR: ROST34),13.4,S,4.0,Forte,228.91,217.15,189.25,178.25,352701557.81,False,0.0,False,0.0,False,0.0,True,0.7,False,0.0,True,False,0.89,230.44,36.678,34.578552,11.924881,97
SEER3,SER EDUCACIONAL S.A.,BR_STOCK,SEER3,13.4,S,3.0,OK,13.57,11.98,10.73,10.27,7649408.83,False,0.0,False,0.0,False,0.0,True,0.7,True,0.75,True,False,0.57,14.13,16.81,8.077381,1.3030536,98
U2TH34,U2TH34,BDR,UTHR (BDR: U2TH34),13.4,S,4.0,Forte,596.76,550.52,496.9,459.63,381069458.88,False,0.0,False,0.0,False,0.0,True,0.55,True,0.9,True,True,1.84,593.65,19.715,21.412271,3.6702013,99
NSAT34,NSAT34,BDR,NSA (BDR: NSAT34),13.4,S,2.0,Fraco,43.36,38.61,32.78,31.94,50043120.86,False,0.0,False,0.0,False,0.0,True,0.55,True,0.9,True,False,0.99,44.01,7.053,57.813335,3.7629092,100
C1BO34,C1BO34,BDR,CBOE (BDR: C1BO34),13.4,S,4.0,Forte,346.0,297.25,269.81,262.67,351561950.0,False,0.0,False,0.0,False,0.0,True,0.7,False,0.0,True,False,1.13,346.48,25.14,29.57265,7.0466995,101
ENEV3,ENEVA S.A,BR_STOCK,ENEV3,13.4,S,1.0,Fraco,27.59,24.36,21.07,19.46,124397792.69,False,0.0,False,0.0,False,0.0,True,0.7,False,0.0,True,False,0.59,28.12,8.129,45.983334,2.6664734,102
LPSB3,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,BR_STOCK,LPSB3,13.4,S,4.0,Forte,1.87,1.74,1.58,1.51,223652.0,False,0.0,False,0.0,False,0.0,True,0.55,True,0.9,True,False,0.73,1.92,23.020001,5.84375,1.0859466,103
D2AR34,D2AR34,BDR,DAR (BDR: D2AR34),13.4,S,2.0,Fraco,63.11,58.7,44.76,41.65,108133432.37,False,0.0,False,0.0,False,0.0,True,0.55,True,0.9,True,False,0.62,66.02,0.0,45.731884,2.107601,104
D1EL34,D1EL34,BDR,DELL (BDR: D1EL34),13.4,S,2.0,Fraco,238.8,175.61,146.56,142.28,2182183322.69,False,0.0,False,0.0,False,0.0,True,0.7,False,0.0,True,True,2.02,221.5,0.0,27.543253,-63.041183,105
E1WL34,E1WL34,BDR,EW (BDR: E1WL34),13.33,S,3.0,OK,83.2,82.23,82.06,81.16,360341516.38,False,0.0,False,0.0,True,0.65,True,0.4,True,0.7,True,False,0.71,85.06,0.0,44.97297,4.673632,106
ISAE4,ISA ENERGIA BRASIL S.A,BR_STOCK,ISAE4,13.3,S,3.0,OK,30.51,28.89,26.71,25.36,92689380.7,False,0.0,False,0.0,False,0.0,True,0.7,True,0.7,True,False,0.94,32.04,12.099,8.570225,0.95040804,107
T1EV34,T1EV34,BDR,TEVA (BDR: T1EV34),13.3,S,3.0,OK,36.34,31.36,28.94,26.17,216173287.79,False,0.0,False,0.0,False,0.0,True,0.55,True,0.85,True,False,0.68,36.02,21.599,27.119402,5.142938,108
