ticker,name,category,display,technical_score,technical_tier,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,double_bottom,double_bottom_conf,inverse_hs,inverse_hs_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,roe,pl,pvp,rank
GOAT11,GOAT11,ETF,GOAT11,8.0,B,0.0,Fraco,55.18,,,,77638.26,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.0,,0.0,999.0,999.0,713
NUIF11,NUIF11,ETF,NUIF11,8.0,B,0.0,Fraco,92.17,,,,98345.39,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.0,,0.0,999.0,999.0,714
BULZ11,BULZ11,ETF,BULZ11,8.0,B,0.0,Fraco,93.61,,,,856625.12,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.0,,0.0,999.0,999.0,715
MARG11,MARG11,ETF,MARG11,8.0,B,0.0,Fraco,116.94,,,,618729.55,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.0,,0.0,999.0,999.0,716
XRPH11,XRPH11,ETF,XRPH11,8.0,B,0.0,Fraco,10.97,,,,50571.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.0,,0.0,999.0,999.0,717
LFTB11,LFTB11,ETF,LFTB11,8.0,B,0.0,Fraco,121.15,,,,52250178.41,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.0,,0.0,999.0,999.0,718
S2EI34,S2EI34,BDR,SEIC (BDR: S2EI34),8.0,B,5.0,Forte,91.17,81.63,82.3,83.55,69890008.9,False,0.0,False,0.0,False,0.0,False,0.0,True,0.75,True,False,0.62,92.87,29.627,15.55802,4.552582,719
HYBR11,HYBR11,ETF,HYBR11,8.0,B,0.0,Fraco,53.98,53.2,52.01,51.95,11555066.66,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,5.36,57.33,0.0,999.0,999.0,720
C1RH34,C1RH34,BDR,CRH (BDR: C1RH34),7.92,B,3.0,OK,114.91,110.67,117.33,115.08,494211493.62,False,0.0,False,0.0,True,0.85,True,0.4,False,0.0,True,False,0.94,120.54,15.812000000000001,21.31911,3.200925,721
A1LG34,A1LG34,BDR,ALGN (BDR: A1LG34),7.9,B,3.0,OK,173.94,178.34,162.42,158.24,110014268.5,False,0.0,False,0.0,False,0.0,True,0.7,True,0.5,False,False,0.55,200.44,10.824,29.184565,2.9940615,722
MILS3,MILLS LOCAÇÃO. SERVIÇOS E LOGÍSTICA S.A,BR_STOCK,MILS3,7.9,B,4.0,Forte,12.64,12.93,12.33,11.86,6830656.19,False,0.0,False,0.0,False,0.0,True,0.4,True,0.8,False,False,0.62,13.83,19.438,10.112,1.8194904,723
I2NV34,I2NV34,BDR,INVH (BDR: I2NV34),7.9,B,2.0,Fraco,28.74,26.05,26.67,27.36,117216204.03,False,0.0,False,0.0,False,0.0,True,0.55,True,0.9,True,False,0.72,29.41,6.1929997,30.252632,1.8778176,724
BABA34,BABA34,BDR,BABA (BDR: BABA34),7.9,B,2.0,Fraco,141.44,132.16,152.51,148.49,2164783790.97,False,0.0,False,0.0,False,0.0,True,0.7,True,0.75,True,False,1.99,143.78,8.2329996,24.945326,2.1568067,725
CPLG11,CPLG11,ETF,CPLG11,7.83,B,0.0,Fraco,11.33,11.81,11.9,11.62,1163205.77,False,0.0,False,0.0,True,0.85,True,0.7,True,0.9,False,False,5.29,12.74,0.0,20.599998,999.0,726
N2VC34,N2VC34,BDR,NVCR (BDR: N2VC34),7.8,B,2.0,Fraco,16.5,12.53,12.66,12.56,24277804.1,False,0.0,False,0.0,False,0.0,False,0.0,True,0.4,True,False,0.64,17.22,-49.964999999999996,999.0,5.4492903,727
S2ED34,S2ED34,BDR,SEDG (BDR: S2ED34),7.8,B,2.0,Fraco,40.61,42.73,37.37,35.76,353200322.84,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,2.52,48.95,-74.681,999.0,5.7342563,728
M1RN34,M1RN34,BDR,MRNA (BDR: M1RN34),7.8,B,2.0,Fraco,48.79,51.6,38.98,35.94,213180395.34,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.78,56.2,-36.556998,999.0,2.222374,729
FESA4,CIA FERRO LIGAS DA BAHIA - FERBASA,BR_STOCK,FESA4,7.8,B,2.0,Fraco,7.77,7.92,7.28,6.94,6188027.98,False,0.0,False,0.0,False,0.0,True,0.55,True,0.6,False,False,1.65,8.68,5.6939997,14.942308,0.80169207,730
CSED3,CRUZEIRO DO SUL EDUCACIONAL S.A.,BR_STOCK,CSED3,7.8,B,3.0,OK,5.49,5.78,5.68,5.36,3375251.86,False,0.0,False,0.0,False,0.0,True,0.85,True,0.8,False,False,1.81,6.06,19.393998,6.7777777,1.2583085,731
AXIA7,AXIA7,BR_STOCK,AXIA7,7.8,B,2.0,Fraco,59.21,58.58,55.73,,57723828.11,False,0.0,False,0.0,False,0.0,True,0.4,False,0.0,False,False,0.22,65.25,5.455,999.0,1.4275037,732
KLBN11,KLABIN S.A.,BR_STOCK,KLBN11,7.72,B,0.0,Fraco,17.14,19.08,18.23,17.94,158409588.36,False,0.0,False,0.0,True,0.65,True,0.55,True,0.75,False,False,1.38,19.56,14.569001,25.930407,2.666874,733
VVEO3,CM HOSPITALAR S.A.,BR_STOCK,VVEO3,7.7,B,1.0,Fraco,1.32,1.43,1.41,1.31,1838100.07,False,0.0,False,0.0,False,0.0,True,0.7,True,0.9,False,False,0.74,1.86,0.9440000000000001,22.000002,0.21519402,734
I1QV34,I1QV34,BDR,IQV (BDR: I1QV34),7.7,B,3.0,OK,176.47,169.41,200.37,197.13,323590923.6,False,0.0,False,0.0,False,0.0,True,0.7,True,0.65,True,False,0.92,180.98,21.438,21.949005,4.6024046,735
HONB34,HONB34,BDR,HON (BDR: HONB34),7.7,B,2.0,Fraco,216.86,228.16,212.59,209.95,853438436.5,False,0.0,False,0.0,False,0.0,True,0.55,True,0.55,False,False,0.95,236.83,24.264,34.6976,10.111437,736
ALPK3,ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,BR_STOCK,ALPK3,7.7,B,1.0,Fraco,4.48,4.56,4.36,4.02,535360.0,False,0.0,False,0.0,False,0.0,True,0.55,True,0.55,False,False,1.2,4.82,3.853,149.33334,2.741738,737
I1PG34,I1PG34,BDR,IPGP (BDR: I1PG34),7.7,B,1.0,Fraco,101.94,120.04,98.74,93.91,114441108.82,False,0.0,False,0.0,False,0.0,True,0.55,True,0.55,False,False,1.44,130.01,1.385,149.91177,2.0179346,738
L1NC34,L1NC34,BDR,LNC (BDR: L1NC34),7.7,B,2.0,Fraco,37.62,35.09,38.78,38.71,82203384.43,False,0.0,False,0.0,False,0.0,True,0.7,True,0.65,True,False,1.6,38.48,12.276,6.4528303,0.72074485,739
A1UT34,A1UT34,BDR,ADSK (BDR: A1UT34),7.62,B,4.0,Forte,243.08,242.34,270.96,279.73,503419413.03,False,0.0,False,0.0,True,0.85,True,0.55,True,0.7,True,False,1.16,250.91,39.675,46.389317,16.924042,740
ALPA3,ALPARGATAS S.A.,BR_STOCK,ALPA3,7.62,B,5.0,Forte,11.18,11.54,10.72,10.11,79378.0,False,0.0,False,0.0,True,0.85,False,0.0,False,0.0,False,False,1.31,11.96,15.432000000000002,14.151898,2.2797718,741
RADL3,RAIA DROGASIL S.A.,BR_STOCK,RADL3,7.6,B,2.0,Fraco,21.76,23.34,22.62,21.0,278710786.93,False,0.0,False,0.0,True,0.8,True,0.55,False,0.0,False,False,1.86,24.55,18.868,27.897438,5.192078,742
P1PG34,P1PG34,BDR,PPG (BDR: P1PG34),7.6,B,5.0,Forte,111.53,108.4,106.56,106.92,297509171.52,False,0.0,False,0.0,False,0.0,True,0.7,True,0.85,False,False,1.42,118.37,20.748,15.97851,3.1379776,743
RECV3,PETRORECÔNCAVO S.A.,BR_STOCK,RECV3,7.6,B,3.0,OK,12.65,13.15,11.47,11.58,25614984.23,False,0.0,False,0.0,False,0.0,True,0.55,True,1.0,False,False,0.79,14.64,14.904,5.802752,0.8557705,744
D1VN34,D1VN34,BDR,DVN (BDR: D1VN34),7.6,B,3.0,OK,46.6,47.4,40.13,38.52,1025147028.83,False,0.0,False,0.0,False,0.0,True,0.55,False,0.0,False,False,1.84,51.95,17.736,11.175059,1.8666131,745
TUPY3,TUPY S.A.,BR_STOCK,TUPY3,7.6,B,0.0,Fraco,14.69,13.38,12.69,13.32,7483085.79,False,0.0,False,0.0,False,0.0,True,0.55,True,1.0,False,False,0.48,16.03,-21.771999,999.0,0.7691905,746
A1VB34,A1VB34,BDR,AVB (BDR: A1VB34),7.6,B,3.0,OK,186.44,171.44,175.18,178.17,113868790.81,False,0.0,False,0.0,False,0.0,False,0.0,True,0.55,True,False,0.6,186.48,9.719,23.074259,2.2113104,747
ANIM3,ANIMA HOLDING S.A.,BR_STOCK,ANIM3,7.6,B,2.0,Fraco,4.15,4.27,3.9,3.78,30375095.7,False,0.0,False,0.0,False,0.0,True,0.55,False,0.0,False,False,1.06,4.71,9.144,12.575757,0.6816689,748
HYPE3,HYPERA S.A.,BR_STOCK,HYPE3,7.6,B,4.0,Forte,23.47,22.64,23.24,23.26,197293508.23,False,0.0,False,0.0,False,0.0,True,0.55,True,0.75,True,False,2.72,24.35,9.671000000000001,8.958015,1.186372,749
XPBR31,XP INC.,BDR,XP (BDR: XPBR31),7.6,B,4.0,Forte,19.57,19.61,18.6,18.34,113356855.26,False,0.0,False,0.0,False,0.0,True,0.4,True,0.65,False,False,1.67,21.78,23.715,9.984694,2.1545458,750
RIGG34,RIGG34,BDR,RIG (BDR: RIGG34),7.6,B,2.0,Fraco,6.23,6.42,5.02,4.54,278234124.64,False,0.0,False,0.0,False,0.0,True,0.55,False,0.0,False,False,1.1,6.98,-30.049,999.0,0.8418919,751
N1WS34,N1WS34,BDR,NWS (BDR: N1WS34),7.6,B,2.0,Fraco,30.23,28.34,29.03,30.13,51518569.82,False,0.0,False,0.0,False,0.0,True,0.55,True,0.75,True,False,1.57,30.96,6.329,39.25974,1.9172956,752
SPYI11,SPYI11,ETF,SPYI11,7.6,B,0.0,Fraco,103.55,102.65,105.18,104.59,1051653.83,False,0.0,False,0.0,False,0.0,False,0.0,True,0.55,True,False,0.5,103.7,0.0,999.0,999.0,753
B1SA34,B1SA34,BDR,BSAC (BDR: B1SA34),7.6,B,2.0,Fraco,31.52,31.5,30.32,28.6,16319637.84,False,0.0,False,0.0,False,0.0,True,0.55,False,0.0,False,False,0.96,35.08,22.057,13.243697,1.2933935,754
EAIN34,EAIN34,BDR,EA (BDR: EAIN34),7.5,B,2.0,Fraco,200.79,201.86,201.84,193.59,514707076.69,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.76,204.22,10.027,57.205128,8.164518,755
L1YB34,L1YB34,BDR,LYB (BDR: L1YB34),7.5,B,0.0,Fraco,73.48,71.62,54.99,54.19,461904853.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.02,78.43,-6.0089998,999.0,2.3474538,756
XB6011,XB6011,ETF,XB6011,7.5,B,0.0,Fraco,51.57,50.8,,,77355.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.12,52.62,0.0,999.0,999.0,757
C1HT34,C1HT34,BDR,CHT (BDR: C1HT34),7.5,B,3.0,OK,43.34,42.89,42.48,42.95,6378997.92,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.31,44.12,10.143,27.605095,11.056475,758
S2TW34,S2TW34,BDR,STWD (BDR: S2TW34),7.5,B,3.0,OK,18.33,17.58,17.53,17.78,46422704.45,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.2,18.48,6.0349997,15.939131,0.99956375,759
TD6011,TD6011,ETF,TD6011,7.5,B,0.0,Fraco,51.7,50.83,,,1328896.82,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,7.88,52.66,0.0,999.0,999.0,760
BRAV3,BRAVA ENERGIA S.A.,BR_STOCK,BRAV3,7.5,B,2.0,Fraco,18.14,19.28,17.03,17.55,168019930.35,False,0.0,False,0.0,False,0.0,True,0.7,True,0.8,False,False,0.74,22.15,12.658,6.0066223,0.7156947,761
CGAS5,CIA GAS DE SAO PAULO - COMGAS,BR_STOCK,CGAS5,7.5,B,2.0,Fraco,127.8,131.91,129.23,126.78,268380.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.33,134.0,120.099,11.181103,11.749564,762
G1SK34,G1SK34,BDR,GSK (BDR: G1SK34),7.5,B,4.0,Forte,50.53,55.16,50.84,47.76,180865208.02,False,0.0,False,0.0,False,0.0,True,0.7,True,0.8,False,False,0.73,59.57,40.905997,13.090673,4.560706,763
X1YZ34,X1YZ34,BDR,XYZ (BDR: X1YZ34),7.5,B,2.0,Fraco,70.83,64.27,65.44,68.17,369558863.56,False,0.0,False,0.0,False,0.0,True,0.7,True,0.8,False,False,1.24,75.23,6.0100004,33.728573,1.9206052,764
LFIX11,LFIX11,ETF,LFIX11,7.5,B,0.0,Fraco,20.64,20.37,,,7642393.21,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,5.82,20.66,0.0,999.0,999.0,765
XPIE11,XPIE11,ETF,XPIE11,7.5,B,0.0,Fraco,54.18,55.02,53.3,53.38,784363.86,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.93,55.4,0.0,999.0,999.0,766
RZTR11,RZTR11,ETF,RZTR11,7.5,B,1.0,Fraco,91.03,93.54,91.97,90.15,3667143.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.63,94.99,0.0,9.830453,999.0,767
RBRY11,RBRY11,ETF,RBRY11,7.5,B,0.0,Fraco,91.79,94.63,92.48,90.52,4969877.81,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.64,96.35,0.0,999.0,999.0,768
VINO11,VINO11,ETF,VINO11,7.5,B,0.0,Fraco,4.96,5.09,4.98,4.89,798222.73,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.21,5.11,0.0,26.105263,999.0,769
REGN34,REGN34,BDR,REGN (BDR: REGN34),7.5,B,3.0,OK,721.05,751.47,724.17,685.13,532661978.53,False,0.0,False,0.0,True,0.8,False,0.0,True,0.5,False,False,0.85,775.63,14.548,17.61236,2.3668299,770
COWC34,COWC34,BDR,COST (BDR: COWC34),7.5,B,4.0,Forte,995.75,996.65,948.09,948.69,2467518287.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.56,1034.32,29.650998,51.834984,26.711466,771
RBRD11,RBRD11,ETF,RBRD11,7.5,B,0.0,Fraco,38.34,40.01,38.42,37.71,808820.64,False,0.0,False,0.0,False,0.0,False,0.0,True,0.75,False,False,3.42,41.58,0.0,999.0,999.0,772
PVBI11,PVBI11,ETF,PVBI11,7.5,B,1.0,Fraco,76.12,77.43,77.34,75.86,4044255.75,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.97,78.8,0.0,8.115139,999.0,773
5PRE11,5PRE11,ETF,5PRE11,7.5,B,0.0,Fraco,50.34,49.71,,,250441.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.38,50.85,0.0,999.0,999.0,774
ERPA11,ERPA11,ETF,ERPA11,7.5,B,1.0,Fraco,127.97,125.78,,,385957.52,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.61,129.0,0.0,4.725628,999.0,775
TVRI11,TVRI11,ETF,TVRI11,7.5,B,1.0,Fraco,94.51,98.91,95.61,93.21,1327487.49,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.11,99.17,10.863,6.385811,0.91857165,776
RBRP11,RBRP11,ETF,RBRP11,7.5,B,0.0,Fraco,51.6,52.33,51.68,50.59,920801.97,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.53,52.97,0.0,999.0,999.0,777
TD5011,TD5011,ETF,TD5011,7.5,B,0.0,Fraco,51.66,50.71,,,408217.32,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.63,52.27,0.0,999.0,999.0,778
D1DG34,D1DG34,BDR,DDOG (BDR: D1DG34),7.5,B,2.0,Fraco,143.71,123.97,138.64,138.09,1163862650.56,False,0.0,False,0.0,False,0.0,False,0.0,True,0.75,True,False,1.62,150.0,3.343,463.58066,13.574196,779
FDMO34,FDMO34,BDR,F (BDR: FDMO34),7.42,B,2.0,Fraco,12.17,12.23,12.78,12.39,524449723.79,False,0.0,False,0.0,True,0.85,True,0.4,True,1.0,False,False,0.97,13.04,-14.813,999.0,1.2948186,780
POMO4,MARCOPOLO S.A.,BR_STOCK,POMO4,7.42,B,4.0,Forte,6.38,6.36,6.26,6.48,73972911.33,False,0.0,False,0.0,True,0.85,True,0.4,False,0.0,False,False,1.13,7.05,30.973,6.38,2.0653934,781
ECOR3,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,BR_STOCK,ECOR3,7.4,B,3.0,OK,9.41,9.37,9.6,9.03,64025638.96,False,0.0,False,0.0,False,0.0,True,0.7,True,0.75,False,False,1.53,10.45,21.511999,7.4094486,1.5954561,782
M2ST34,M2ST34,BDR,MSTR (BDR: M2ST34),7.4,B,2.0,Fraco,186.82,145.44,182.09,225.82,2593822619.55,False,0.0,False,0.0,False,0.0,True,0.7,True,1.0,True,False,0.79,190.41,-11.1099996,999.0,1.3212818,783
BLAK34,BLAK34,BDR,BLK (BDR: BLAK34),7.4,B,3.0,OK,1073.57,1007.57,1060.02,1073.02,711087642.48,False,0.0,False,0.0,False,0.0,True,0.55,True,0.65,True,False,1.37,1080.73,0.0,27.008049,2.978771,784
T1OW34,T1OW34,BDR,AMT (BDR: T1OW34),7.4,B,3.0,OK,180.16,178.49,178.19,183.34,381172987.27,False,0.0,False,0.0,False,0.0,True,0.4,True,0.8,True,False,0.79,184.11,29.952,29.058065,23.833841,785
A2MB34,A2MB34,BDR,AMBA (BDR: A2MB34),7.4,B,2.0,Fraco,75.48,57.92,69.91,70.95,71561685.42,False,0.0,False,0.0,False,0.0,True,0.55,True,0.65,True,False,1.39,74.44,-13.123000000000001,999.0,5.49545,786
N1WL34,N1WL34,BDR,NWL (BDR: N1WL34),7.4,B,0.0,Fraco,4.62,4.02,4.05,4.39,38011146.08,False,0.0,False,0.0,False,0.0,True,0.7,False,0.0,True,False,1.22,4.75,-11.169,999.0,0.83817124,787
WFCO34,WFCO34,BDR,WFC (BDR: WFCO34),7.33,B,3.0,OK,80.42,80.49,85.25,83.95,782066307.27,False,0.0,False,0.0,True,0.85,True,0.7,True,0.65,False,False,0.65,86.7,12.028,12.429675,1.5118246,788
BTRA11,BTRA11,ETF,BTRA11,7.3,B,1.0,Fraco,63.23,66.39,60.84,57.82,261898.66,False,0.0,False,0.0,False,0.0,False,0.0,True,0.9,False,False,1.14,67.06,0.0,5.6759424,999.0,789
P2AX34,P2AX34,BDR,PAX (BDR: P2AX34),7.3,B,2.0,Fraco,12.92,12.38,14.1,13.99,19491073.36,False,0.0,False,0.0,False,0.0,True,0.85,True,0.8,True,False,2.19,13.55,16.106,24.37736,3.3359153,790
F1TN34,F1TN34,BDR,FTNT (BDR: F1TN34),7.3,B,3.0,OK,89.95,82.68,82.17,82.88,698359992.86,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.63,90.29,135.71601,37.16942,53.991596,791
PINE3,BCO PINE S.A.,BR_STOCK,PINE3,7.3,B,3.0,OK,12.64,12.83,11.24,9.98,931568.03,False,0.0,False,0.0,False,0.0,False,0.0,True,0.4,False,False,14.15,15.44,33.765998,6.617801,2.286955,792
B2RK34,B2RK34,BDR,BRKR (BDR: B2RK34),7.3,B,2.0,Fraco,42.3,37.09,41.3,39.43,133029859.8,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.61,42.64,-0.38400001,999.0,2.619844,793
IRBR3,IRB - BRASIL RESSEGUROS S.A.,BR_STOCK,IRBR3,7.3,B,3.0,OK,53.45,55.46,52.47,50.73,27312950.39,False,0.0,False,0.0,False,0.0,True,0.4,True,0.5,False,False,0.66,59.6,7.659000000000001,12.459208,0.8258525,794
BCRI11,BCRI11,ETF,BCRI11,7.3,B,0.0,Fraco,61.97,62.94,62.13,60.9,259096.58,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.47,64.27,0.0,999.0,999.0,795
O1DF34,O1DF34,BDR,ODFL (BDR: O1DF34),7.3,B,2.0,Fraco,200.62,201.06,171.76,166.02,374621528.66,False,0.0,False,0.0,False,0.0,True,0.4,False,0.0,False,False,0.74,233.79,23.331,41.970707,9.497253,796
KLBN4,KLABIN S.A.,BR_STOCK,KLBN4,7.22,B,1.0,Fraco,3.41,3.82,3.65,3.59,54153870.36,False,0.0,False,0.0,True,0.65,True,0.4,True,0.65,False,False,2.05,3.92,14.569001,14.826087,0.53057414,797
F1LS34,F1LS34,BDR,FLS (BDR: F1LS34),7.2,B,3.0,OK,73.38,78.7,72.65,67.98,245432609.21,False,0.0,False,0.0,False,0.0,True,0.85,False,0.0,False,False,0.92,88.38,17.086000000000002,26.97794,4.2536664,798
N1WG34,N1WG34,BDR,NWG (BDR: N1WG34),7.2,B,3.0,OK,15.61,15.44,15.65,15.15,60902429.27,False,0.0,False,0.0,False,0.0,True,0.7,True,0.65,False,False,1.08,17.19,14.072000000000001,8.21579,1.216718,799
BRBI11,BRBI BR PARTNERS S.A.,BR_STOCK,BRBI11,7.2,B,2.0,Fraco,18.6,19.13,18.91,18.04,4543980.09,False,0.0,False,0.0,False,0.0,True,0.55,True,0.8,False,False,1.06,20.86,22.051000000000002,42.272728,2.4932976,800
PGMN3,EMPREENDIMENTOS PAGUE MENOS S.A.,BR_STOCK,PGMN3,7.2,B,3.0,OK,5.27,6.1,5.51,5.02,41287814.85,False,0.0,False,0.0,False,0.0,True,0.85,False,0.0,False,False,1.66,6.03,8.9729995,10.755102,1.1267906,801
XPIN11,XPIN11,ETF,XPIN11,7.2,B,1.0,Fraco,69.09,69.51,72.08,70.04,835159.88,False,0.0,False,0.0,False,0.0,True,0.7,True,0.9,True,False,0.49,72.05,0.0,14.453974,999.0,802
UCAS3,UNICASA INDÚSTRIA DE MÓVEIS S.A.,BR_STOCK,UCAS3,7.2,B,2.0,Fraco,1.43,1.47,1.38,1.37,6733440.75,False,0.0,False,0.0,False,0.0,True,0.85,False,0.0,False,False,332.77,1.58,-6.196,999.0,0.5238095,803
LOGN3,LOG-IN LOGISTICA INTERMODAL S.A.,BR_STOCK,LOGN3,7.2,B,1.0,Fraco,31.0,31.89,31.88,30.17,663400.0,False,0.0,False,0.0,False,0.0,True,0.7,True,0.65,False,False,1.95,32.98,9.100999999999999,35.227272,3.0187943,804
SHOW3,T4F ENTRETENIMENTO S.A.,BR_STOCK,SHOW3,7.2,B,2.0,Fraco,5.67,5.18,5.65,5.81,111699.0,False,0.0,False,0.0,False,0.0,True,0.85,True,0.75,True,False,0.49,5.67,-45.019999999999996,999.0,0.3719496,805
SMRE11,SMRE11,ETF,SMRE11,7.2,B,1.0,Fraco,64.3,63.97,64.16,65.42,71630.2,False,0.0,False,0.0,False,0.0,False,0.0,True,0.85,True,False,0.45,67.34,0.0,5.720641,999.0,806
VTRU3,VITRU EDUCAÇÃO S.A,BR_STOCK,VTRU3,7.2,B,3.0,OK,13.95,14.14,13.64,12.75,13498019.82,False,0.0,False,0.0,False,0.0,True,0.85,False,0.0,False,False,0.86,15.56,13.489999999999998,5.470588,0.63724816,807
RBRL11,RBRL11,ETF,RBRL11,7.1,B,1.0,Fraco,84.27,87.37,85.44,83.31,478063.69,False,0.0,False,0.0,False,0.0,False,0.0,True,0.55,False,False,0.29,88.98,0.0,8.616565,999.0,808
GLDX11,GLDX11,ETF,GLDX11,7.1,B,0.0,Fraco,108.08,115.7,111.63,105.88,2409751.72,False,0.0,False,0.0,False,0.0,True,0.4,True,0.9,False,False,2.79,115.87,0.0,999.0,999.0,809
ARGE11,ARGE11,ETF,ARGE11,7.1,B,0.0,Fraco,11.73,11.84,11.84,11.47,53641.29,False,0.0,False,0.0,False,0.0,True,0.55,True,0.75,False,False,0.18,12.8,0.0,999.0,999.0,810
FNOR11,FNOR11,ETF,FNOR11,7.1,B,0.0,Fraco,0.7,0.66,0.66,0.7,161000.0,False,0.0,False,0.0,False,0.0,True,0.4,True,0.65,True,False,0.13,0.72,0.0,999.0,999.0,811
AUAU3,UNIÃO PET PARTICIPAÇÕES S.A.,BR_STOCK,AUAU3,7.1,B,2.0,Fraco,3.66,3.32,3.33,,10786020.25,False,0.0,False,0.0,False,0.0,True,0.55,False,0.0,False,False,1.21,3.92,10.609,999.0,1.386889,812
A1PO34,A1PO34,BDR,APO (BDR: A1PO34),7.1,B,2.0,Fraco,129.53,114.25,126.54,129.57,582959733.32,False,0.0,False,0.0,False,0.0,True,0.7,True,0.85,True,False,1.24,133.34,14.698,23.380867,3.4177685,813
TAKP34,TAKP34,BDR,TAK (BDR: TAKP34),7.1,B,3.0,OK,16.72,17.78,16.14,15.81,53364619.89,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.52,18.75,1.503,72.69565,1.102964,814
TECK11,TECK11,ETF,TECK11,7.1,B,0.0,Fraco,107.55,99.56,107.2,107.78,5061733.34,False,0.0,False,0.0,False,0.0,True,0.55,True,1.0,True,False,0.45,107.49,0.0,999.0,999.0,815
ASAI3,SENDAS DISTRIBUIDORA S.A.,BR_STOCK,ASAI3,7.1,B,3.0,OK,9.35,8.88,8.59,8.9,61425762.51,False,0.0,False,0.0,False,0.0,True,0.7,True,0.6,False,False,0.48,10.2,12.42,13.75,2.1308115,816
VIVT3,TELEFÔNICA BRASIL S.A,BR_STOCK,VIVT3,7.0,B,3.0,OK,39.19,40.86,36.44,35.37,124843659.63,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.72,43.09,8.901,20.518324,1.822367,817
ISUS11,ISUS11,ETF,ISUS11,7.0,B,0.0,Fraco,46.71,47.04,43.93,42.46,198984.6,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,3.59,50.03,0.0,999.0,999.0,818
PLCA11,PLCA11,ETF,PLCA11,7.0,B,0.0,Fraco,75.99,78.47,72.28,70.07,239900.42,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,4.11,79.99,0.0,999.0,999.0,819
TJXC34,TJXC34,BDR,TJX (BDR: TJXC34),7.0,B,3.0,OK,155.45,158.25,152.56,148.03,717883630.91,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.19,165.82,59.129,31.919918,16.889395,820
DCRA11,DCRA11,ETF,DCRA11,7.0,B,0.0,Fraco,7.02,7.3,6.98,6.84,89294.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.86,7.49,0.0,999.0,999.0,821
BEST11,BEST11,ETF,BEST11,7.0,B,0.0,Fraco,123.69,124.65,114.98,113.86,547823.02,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.89,133.6,0.0,999.0,999.0,822
TAEE11,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,BR_STOCK,TAEE11,7.0,B,2.0,Fraco,42.22,42.39,40.4,38.39,54556685.58,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.55,45.11,21.719,40.209526,1.9115317,823
