ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,double_bottom,double_bottom_conf,inverse_hs,inverse_hs_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_weekly,cup_handle_weekly,double_bottom_weekly,inverse_hs_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
C2CA34,C2CA34,BDR,KOF (BDR: C2CA34),14.93,S,0.5,C,3.0,OK,106.13,100.7,96.0,92.91,12900101.17,False,0.0,False,0.0,True,0.85,True,0.65,True,1.0,True,False,0.57,108.34,False,False,False,False,False,False,False,15.825,999.0,2.7971468,15
BIIB34,BIIB34,BDR,BIIB (BDR: BIIB34),14.93,S,2.3,C,3.0,OK,191.38,184.4,175.3,165.72,135387765.47,False,0.0,False,0.0,True,0.85,True,0.5,True,0.65,True,False,0.67,195.98,False,False,False,False,True,False,False,7.7010006,20.55639,1.5144777,16
M1CH34,M1CH34,BDR,MCHP (BDR: M1CH34),14.7,S,3.5,C,2.0,Fraco,101.58,74.23,68.94,67.88,1599513957.09,False,0.0,False,0.0,False,0.0,True,0.8,True,0.55,True,False,1.35,103.24,False,False,False,False,True,True,False,-1.0930001,999.0,8.379114,17
L1YV34,L1YV34,BDR,LYV (BDR: L1YV34),14.5,S,2.0,C,1.0,Fraco,165.75,157.62,149.33,152.28,726955466.25,False,0.0,False,0.0,True,0.8,True,0.65,True,0.85,True,False,1.58,169.91,False,False,False,False,False,True,False,14.927000000000001,999.0,143.13472,18
G1WW34,G1WW34,BDR,GWW (BDR: G1WW34),14.3,S,3.6,C,3.0,OK,1234.1,1122.51,1049.99,1034.32,701501917.32,False,0.0,False,0.0,True,1.0,False,0.0,True,0.65,True,True,2.09,1183.01,False,False,False,False,True,True,False,46.098998,34.812412,15.663751,19
DTCR39,GLOBAL X DATA CENTER & DIGITAL INFRASTRUCTURE ETF,BDR,DTCR (BDR: DTCR39),14.3,S,3.3,C,0.0,Fraco,29.78,26.17,23.61,22.51,39054803.22,False,0.0,False,0.0,False,0.0,True,0.65,True,0.5,True,False,1.0,30.33,False,False,False,False,True,True,True,0.0,21.980703,999.0,20
GSGI34,GSGI34,BDR,GS (BDR: GSGI34),14.3,S,0.5,C,3.0,OK,925.87,871.32,859.3,830.04,1197388778.15,False,0.0,False,0.0,True,0.8,True,0.5,True,0.9,True,False,0.8,952.01,False,False,False,False,False,False,False,14.548,16.913956,2.573534,21
CTGP34,CTGP34,BDR,C (BDR: CTGP34),14.12,S,2.0,C,3.0,OK,129.09,117.96,110.98,107.01,2421704578.74,False,0.0,False,0.0,True,0.85,False,0.0,True,0.75,True,False,1.72,134.65,False,False,False,False,False,True,False,7.649,15.956736,1.1502887,22
V1OD34,V1OD34,BDR,VOD (BDR: V1OD34),14.1,S,2.0,C,2.0,Fraco,15.69,15.15,13.67,13.08,61223272.69,False,0.0,False,0.0,True,0.8,False,0.0,True,0.8,True,False,0.85,16.22,False,False,False,False,False,True,False,-6.616,999.0,6.290928,23
MOOO34,MOOO34,BDR,MO (BDR: MOOO34),14.0,S,0.5,C,3.0,OK,69.04,66.67,61.95,61.93,592367557.38,False,0.0,False,0.0,True,0.8,True,0.5,True,1.0,False,False,0.73,74.56,False,False,False,False,False,False,False,0.0,14.413362,-35.920914,24
DDNB34,DDNB34,BDR,DD (BDR: DDNB34),13.93,S,2.2,C,2.0,Fraco,48.36,46.33,42.41,39.59,182704179.03,False,0.0,False,0.0,True,0.85,True,0.65,False,0.0,True,False,1.02,50.3,False,False,False,False,True,False,False,0.8959999999999999,127.26316,1.421684,25
H1AS34,H1AS34,BDR,HAS (BDR: H1AS34),13.93,S,0.5,C,1.0,Fraco,97.39,93.87,86.65,84.05,248153711.43,False,0.0,False,0.0,True,0.85,True,0.65,False,0.0,True,False,1.73,99.2,False,False,False,False,False,False,False,-36.355,999.0,25.388426,26
EPOL39,ISHARES MSCI POLAND ETF,BDR,EPOL (BDR: EPOL39),13.93,S,2.0,C,1.0,Fraco,39.14,37.31,35.47,34.48,28736861.53,False,0.0,False,0.0,True,0.65,True,0.5,True,0.9,True,False,1.63,40.94,False,False,False,False,False,True,False,0.0,12.599481,999.0,27
GOGL35,GOGL35,BDR,GOOG (BDR: GOGL35),13.8,S,3.3,C,4.0,Forte,395.3,320.27,307.08,285.04,5931431252.63,False,0.0,False,0.0,False,0.0,False,0.0,True,0.9,True,False,0.68,396.38,False,False,False,False,True,True,False,38.884997,30.129572,11.507,28
T1EV34,T1EV34,BDR,TEVA (BDR: T1EV34),13.8,S,2.0,C,3.0,OK,36.01,31.41,29.05,26.27,352892185.94,False,0.0,False,0.0,False,0.0,True,0.8,True,0.85,True,False,1.07,36.52,False,False,False,False,False,True,False,21.599,26.873133,5.0962353,29
CATP34,CATP34,BDR,CAT (BDR: CATP34),13.6,S,2.0,C,3.0,OK,895.69,760.37,654.25,598.58,2635746074.49,False,0.0,False,0.0,False,0.0,True,0.8,True,0.75,True,False,1.08,930.54,False,False,False,False,False,True,False,51.331,44.53953,22.242115,30
TEXA34,TEXA34,BDR,TXN (BDR: TEXA34),13.6,S,3.3,C,4.0,Forte,285.24,219.01,194.4,192.03,1934266569.38,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.65,292.64,False,False,False,False,True,True,False,32.347,48.758972,15.471063,31
W1DC34,W1DC34,BDR,WDC (BDR: W1DC34),13.6,S,2.0,C,4.0,Forte,463.91,331.59,236.05,198.83,3309545099.97,False,0.0,False,0.0,False,0.0,True,0.65,True,0.65,True,False,0.78,483.87,False,False,False,False,False,True,False,85.920995,27.745815,22.18073,32
GOGL34,GOGL34,BDR,GOOGL (BDR: GOGL34),13.6,S,3.3,C,4.0,Forte,397.99,321.83,307.19,284.96,8916566945.23,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.7,399.85,False,False,False,False,True,True,False,38.884997,30.380915,11.585305,33
SLBG34,SLBG34,BDR,SLB (BDR: SLBG34),13.53,S,1.6,C,2.0,Fraco,53.0,51.11,44.0,41.5,693627430.0,False,0.0,False,0.0,True,0.85,True,0.65,True,0.55,False,False,0.92,57.2,False,False,False,False,True,False,False,14.066,23.348019,2.8968081,34
MSBR34,MSBR34,BDR,MS (BDR: MSBR34),13.5,S,3.6,C,3.0,OK,190.17,172.78,170.92,164.94,1093565918.52,False,0.0,False,0.0,True,0.8,False,0.0,True,1.0,True,False,1.22,194.83,False,False,False,False,True,True,False,0.0,17.225544,2.9544644,35
A2RR34,A2RR34,BDR,ARWR (BDR: A2RR34),13.5,S,3.3,C,2.0,Fraco,77.95,64.87,58.52,49.8,181415912.05,False,0.0,False,0.0,False,0.0,True,0.65,True,0.85,True,False,1.5,79.48,False,False,False,True,False,True,False,75.496,48.718746,18.842155,36
K1BF34,K1BF34,BDR,KB (BDR: K1BF34),13.5,S,2.1,C,3.0,OK,109.79,105.09,94.81,91.41,16138910.55,False,0.0,False,0.0,False,0.0,True,0.5,True,1.0,True,False,0.97,114.21,False,False,False,True,False,False,False,0.0,10.628267,4.25964,37
IBKR34,IBKR34,BDR,IBKR (BDR: IBKR34),13.5,S,3.3,C,3.0,OK,83.71,72.61,70.39,68.78,427042374.83,False,0.0,False,0.0,True,1.0,False,0.0,True,0.75,True,False,1.23,87.34,False,False,False,False,True,True,False,23.56,36.081898,6.676503,38
R1OK34,R1OK34,BDR,ROK (BDR: R1OK34),13.5,S,2.0,C,3.0,OK,448.55,387.48,387.31,376.06,496259558.69,False,0.0,False,0.0,False,0.0,True,0.65,True,0.85,True,False,1.3,463.49,False,False,False,False,False,True,False,27.183,46.481865,14.276848,39
EWJV39,ISHARES MSCI JAPAN VALUE ETF,BDR,EWJV (BDR: EWJV39),13.43,S,2.0,C,1.0,Fraco,44.04,43.01,41.12,39.95,2351075.45,False,0.0,False,0.0,True,0.85,False,0.0,True,0.9,True,False,0.22,44.81,False,False,False,False,True,False,False,0.0,15.463841,999.0,40
SBUB34,SBUB34,BDR,SBUX (BDR: SBUB34),13.4,S,2.0,C,2.0,Fraco,104.26,97.52,90.64,89.64,940814943.16,False,0.0,False,0.0,False,0.0,True,0.65,True,0.8,True,False,1.02,107.55,False,False,False,False,False,True,False,0.0,79.58779,-14.034191,41
M2KS34,M2KS34,BDR,MKSI (BDR: M2KS34),13.4,S,1.9,C,2.0,Fraco,300.79,250.73,201.15,177.73,690732671.67,False,0.0,False,0.0,False,0.0,True,0.65,True,0.8,False,True,1.71,298.0,False,False,False,False,True,False,False,11.704001,62.79541,7.434073,42
L1RC34,L1RC34,BDR,LRCX (BDR: L1RC34),13.4,S,2.0,C,4.0,Forte,286.52,239.85,200.73,177.54,2531887748.68,False,0.0,False,0.0,False,0.0,True,0.8,True,0.65,True,False,0.84,297.87,False,False,False,False,False,True,False,66.762,54.16257,33.85161,43
C2GN34,C2GN34,BDR,CGNX (BDR: C2GN34),13.4,S,0.5,C,3.0,OK,65.92,52.78,45.39,44.67,525911788.91,False,0.0,False,0.0,False,0.0,True,0.8,True,0.65,False,True,3.23,63.01,False,False,False,False,False,False,True,7.606,96.94117,7.3785534,44
ROST34,ROST34,BDR,ROST (BDR: ROST34),13.3,S,2.0,C,4.0,Forte,224.48,217.62,189.73,178.69,616592673.06,False,0.0,False,0.0,False,0.0,True,0.65,False,0.0,True,False,1.55,230.44,False,False,False,False,False,True,False,36.678,33.960663,11.694103,45
Z1TO34,Z1TO34,BDR,ZTO (BDR: Z1TO34),13.3,S,3.6,C,4.0,Forte,25.32,24.41,21.93,21.21,35830230.29,False,0.0,False,0.0,False,0.0,True,0.65,True,0.75,True,False,0.9,25.97,False,False,False,True,False,True,False,14.229,15.439024,2.0798028,46
RIOT34,RIOT34,BDR,RIO (BDR: RIOT34),13.3,S,4.9,C,4.0,Forte,103.11,94.58,82.92,77.27,286544444.57,False,0.0,False,0.0,False,0.0,True,0.5,True,0.9,True,False,1.13,105.97,False,False,False,True,True,True,False,16.399999,16.931034,2.6935034,47
FDXB34,FDXB34,BDR,FDX (BDR: FDXB34),13.22,S,1.8,C,3.0,OK,375.93,370.15,315.88,293.6,357984598.55,False,0.0,False,0.0,True,0.65,True,0.5,True,0.8,False,False,0.53,404.03,False,False,False,True,False,False,False,15.869,20.049599,3.0146027,48
WALM34,WALM34,BDR,WMT (BDR: WALM34),13.22,S,3.0,C,3.0,OK,130.2,126.04,116.99,112.76,1842654675.61,False,0.0,False,0.0,True,0.65,False,0.0,True,0.55,True,False,0.94,133.37,False,False,False,False,True,True,False,21.847,47.692307,10.415166,49
O2NS34,O2NS34,BDR,ON (BDR: O2NS34),13.2,S,2.0,C,2.0,Fraco,100.61,73.19,61.74,59.01,1931602950.48,False,0.0,False,0.0,False,0.0,True,0.65,True,0.7,True,False,1.28,105.9,False,False,False,False,False,True,False,7.4939995999999995,73.97794,5.39956,50
A1KA34,A1KA34,BDR,AKAM (BDR: A1KA34),13.1,S,4.0,C,1.0,Fraco,116.69,105.29,93.29,89.1,1059923064.4,False,0.0,False,0.0,False,0.0,True,0.65,True,0.65,True,False,2.2,122.24,False,False,False,False,True,True,False,9.1730006,38.009773,3.3926444,51
C1FG34,C1FG34,BDR,CFG (BDR: C1FG34),13.0,S,0.5,C,3.0,OK,64.22,61.07,58.01,55.82,229319670.26,False,0.0,False,0.0,True,1.0,False,0.0,False,0.0,True,False,0.93,66.37,False,False,False,False,False,False,False,7.739,15.218011,1.13708,52
H1ST34,H1ST34,BDR,HST (BDR: H1ST34),13.0,S,3.5,C,4.0,Forte,21.67,19.85,18.29,17.73,284000520.0,False,0.0,False,0.0,False,0.0,True,0.5,True,0.75,True,False,1.87,21.98,False,False,False,False,True,True,False,11.489,19.699999,2.2726796,53
K1EY34,K1EY34,BDR,KEY (BDR: K1EY34),13.0,S,2.3,C,3.0,OK,21.69,20.75,19.9,19.44,221042079.67,False,0.0,False,0.0,True,1.0,False,0.0,False,0.0,True,False,1.02,22.55,False,False,False,False,True,False,False,9.977,13.306748,1.348629,54
PNCS34,PNCS34,BDR,PNC (BDR: PNCS34),13.0,S,2.3,C,3.0,OK,219.29,212.87,205.6,202.59,263383290.11,False,0.0,False,0.0,True,1.0,True,0.5,False,0.0,True,False,0.78,230.25,False,False,False,False,True,False,False,12.104,12.7346115,1.3856487,55
GDBR34,GDBR34,BDR,GD (BDR: GDBR34),12.8,A,0.5,C,4.0,Forte,347.76,344.52,343.87,337.03,347757575.45,False,0.0,False,0.0,False,0.0,True,0.65,True,1.0,True,False,0.56,353.57,False,False,False,False,False,False,False,17.974001,21.871698,3.6644118,56
E2XE34,E2XE34,BDR,EXEL (BDR: E2XE34),12.8,A,2.1,C,4.0,Forte,46.21,43.42,42.64,41.71,158647984.02,True,0.57,False,0.0,False,0.0,True,0.65,True,0.9,False,False,1.15,48.92,False,False,False,True,False,False,False,0.0,15.301324,5.612096,57
P1KX34,P1KX34,BDR,PKX (BDR: P1KX34),12.8,A,3.4,C,3.0,OK,88.94,64.91,58.9,57.38,24103807.94,False,0.0,False,0.0,False,0.0,False,0.0,True,0.4,True,False,1.13,88.5,False,False,False,False,True,True,False,1.125,57.75325,2.9039657,58
M1TB34,M1TB34,BDR,MTB (BDR: M1TB34),12.72,A,2.5,C,3.0,OK,213.02,211.68,203.97,200.9,176359474.56,False,0.0,False,0.0,True,0.85,True,0.5,True,0.8,True,False,0.88,223.73,False,False,False,False,True,False,False,10.291000499999999,11.960697,1.2254783,59
ACWX39,ISHARES MSCI ACWI EX U.S. ETF,BDR,ACWX (BDR: ACWX39),12.62,A,3.6,C,1.0,Fraco,74.78,71.13,68.77,67.09,147373206.05,True,0.44,False,0.0,False,0.0,False,0.0,True,0.9,True,False,0.89,76.09,False,False,False,False,True,True,False,0.0,17.891426,999.0,60
B1WA34,B1WA34,BDR,BWA (BDR: B1WA34),12.6,A,2.5,C,3.0,OK,58.18,54.4,49.24,47.2,142302288.21,False,0.0,False,0.0,False,0.0,True,0.8,True,1.0,True,False,1.04,60.22,False,False,False,False,True,False,False,7.2670005,45.453125,2.180006,61
ITLC34,ITLC34,BDR,INTC (BDR: ITLC34),12.6,A,2.0,C,2.0,Fraco,109.62,60.52,47.5,41.83,13084904317.21,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.67,113.5,False,False,False,False,False,True,False,-2.911,999.0,4.7902465,62
MUTC34,MUTC34,BDR,MU (BDR: MUTC34),12.6,A,0.5,C,4.0,Forte,646.63,442.26,339.17,287.26,29770952118.76,False,0.0,False,0.0,False,0.0,True,0.8,True,0.75,False,False,1.05,667.67,False,False,False,False,False,False,False,39.823002,30.501413,10.066317,63
E1WL34,E1WL34,BDR,EW (BDR: E1WL34),12.53,A,2.3,C,3.0,OK,82.76,82.22,82.11,81.19,212785069.09,False,0.0,False,0.0,True,0.65,False,0.0,True,0.7,True,False,0.42,85.06,False,False,False,False,True,False,False,0.0,44.735134,4.648916,64
TXSA34,TXSA34,BDR,TX (BDR: TXSA34),12.5,A,0.5,C,2.0,Fraco,46.22,41.22,39.69,38.07,10084834.51,False,0.0,False,0.0,True,1.0,False,0.0,True,0.5,False,False,0.52,49.69,False,False,False,False,False,False,True,1.8780000000000001,15.406667,0.75963515,65
F1FI34,F1FI34,BDR,FFIV (BDR: F1FI34),12.5,A,2.0,C,4.0,Forte,345.02,298.75,279.33,288.97,246141745.42,False,0.0,False,0.0,False,0.0,True,0.65,True,0.85,True,False,0.73,342.87,False,False,False,False,False,True,False,20.34,28.35004,5.5471234,66
A1RC34,A1RC34,BDR,ARCO (BDR: A1RC34),12.43,A,0.5,C,3.0,OK,8.95,8.44,7.78,7.53,6693937.56,False,0.0,False,0.0,True,0.85,True,0.65,False,0.0,False,False,0.68,9.75,False,False,False,False,False,False,False,33.176,8.861386,2.4473612,67
AIRB34,AIRB34,BDR,ABNB (BDR: AIRB34),12.43,A,3.5,C,3.0,OK,140.46,133.88,128.87,128.37,899092790.12,False,0.0,False,0.0,True,0.65,True,0.65,False,0.0,True,False,2.01,147.25,False,False,False,False,True,True,False,30.232999999999997,34.8536,10.312776,68
P1UK34,P1UK34,BDR,PUK (BDR: P1UK34),12.4,A,1.5,C,5.0,Forte,31.63,29.66,29.52,28.69,20471599.69,False,0.0,False,0.0,False,0.0,True,0.65,True,0.8,True,False,0.83,32.5,False,False,False,False,True,False,False,20.577998,10.302932,7.961238,69
P1SA34,P1SA34,BDR,PSA (BDR: P1SA34),12.4,A,3.5,C,3.0,OK,309.33,293.24,282.63,281.53,138061087.6,False,0.0,False,0.0,False,0.0,True,0.65,True,0.8,True,False,0.43,313.51,False,False,False,False,True,True,False,20.175,31.988623,11.083124,70
S1TX34,S1TX34,BDR,STX (BDR: S1TX34),12.4,A,2.0,C,3.0,OK,766.44,488.44,363.86,317.42,3500177436.71,False,0.0,False,0.0,False,0.0,False,0.0,True,0.7,True,False,0.79,792.01,False,False,False,False,False,True,False,1787.97,72.71727,364.27756,71
V1RT34,V1RT34,BDR,VRT (BDR: V1RT34),12.4,A,0.5,C,4.0,Forte,340.01,283.13,216.27,196.23,1847845939.88,False,0.0,False,0.0,False,0.0,True,0.8,True,0.9,False,False,0.95,359.84,False,False,False,False,False,False,False,45.097,85.42965,33.00107,72
M1UF34,M1UF34,BDR,MUFG (BDR: M1UF34),12.4,A,0.5,C,3.0,OK,18.0,17.48,16.83,16.42,57702924.0,False,0.0,False,0.0,True,0.8,True,0.5,True,0.7,True,False,1.31,18.65,False,False,False,False,False,False,False,6.1129999999999995,16.82243,1.5063872,73
DVAI34,DVAI34,BDR,DVA (BDR: DVAI34),12.4,A,2.0,C,4.0,Forte,196.26,153.25,132.86,133.54,356677222.48,False,0.0,False,0.0,False,0.0,True,0.65,True,0.8,True,True,1.79,194.29,False,False,False,False,False,True,True,80.981004,18.925747,-20.663296,74
D2AR34,D2AR34,BDR,DAR (BDR: D2AR34),12.3,A,2.1,C,2.0,Fraco,62.27,58.89,44.96,41.78,115731909.35,False,0.0,False,0.0,False,0.0,False,0.0,True,0.9,False,False,0.68,66.02,False,False,False,True,False,False,False,0.0,45.123188,2.0795486,75
NSAT34,NSAT34,BDR,NSA (BDR: NSAT34),12.3,A,2.0,C,2.0,Fraco,43.33,38.8,32.88,32.01,33200660.64,False,0.0,False,0.0,False,0.0,False,0.0,True,0.9,True,False,0.67,44.01,False,False,False,False,False,True,False,7.858,57.773335,5.8720694,76
A1MT34,A1MT34,BDR,AMAT (BDR: A1MT34),12.2,A,2.3,C,3.0,OK,410.64,371.84,305.11,273.3,2932038692.11,False,0.0,False,0.0,False,0.0,True,0.8,True,0.8,False,False,1.15,432.81,False,False,False,False,True,False,False,38.863,42.2035,15.00603,77
Q1UA34,Q1UA34,BDR,PWR (BDR: Q1UA34),12.2,A,3.6,C,3.0,OK,750.73,599.13,503.71,475.2,1471974290.22,False,0.0,False,0.0,False,0.0,False,0.0,True,0.85,True,False,1.51,788.75,False,False,False,False,True,True,False,13.533999999999999,102.83972,12.563046,78
H1PE34,H1PE34,BDR,HPE (BDR: H1PE34),12.2,A,2.0,C,2.0,Fraco,29.7,24.65,23.4,23.1,335449420.72,False,0.0,False,0.0,False,0.0,False,0.0,True,0.85,True,False,0.94,30.42,False,False,False,False,False,True,False,-0.471,999.0,1.5931767,79
N1UE34,N1UE34,BDR,NUE (BDR: N1UE34),12.1,A,2.0,C,3.0,OK,226.7,185.92,168.65,161.59,260916054.19,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.68,235.44,False,False,False,False,False,True,False,12.285,22.512413,2.472084,80
U2TH34,U2TH34,BDR,UTHR (BDR: U2TH34),12.1,A,0.5,C,1.0,Fraco,569.18,551.2,497.77,460.99,344705079.62,False,0.0,False,0.0,False,0.0,True,0.65,True,0.9,False,False,1.67,609.35,False,False,False,False,False,False,False,20.261000000000003,21.033998,3.5005782,81
NVDC34,NVDC34,BDR,NVDA (BDR: NVDC34),12.1,A,3.3,C,4.0,Forte,211.5,188.04,186.85,184.49,35257472365.5,False,0.0,False,0.0,False,0.0,True,0.65,True,0.65,True,False,1.04,216.83,False,False,False,False,True,True,False,101.485,43.163265,32.679234,82
USBC34,USBC34,BDR,USB (BDR: USBC34),12.0,A,0.5,C,3.0,OK,55.31,53.86,52.04,50.55,497388295.82,False,0.0,False,0.0,True,1.0,False,0.0,False,0.0,True,False,1.18,58.05,False,False,False,False,False,False,False,12.350000399999999,11.595388,1.4734796,83
S1MF34,S1MF34,BDR,SMFG (BDR: S1MF34),12.0,A,2.1,C,3.0,OK,21.48,20.55,19.47,18.69,29626053.09,False,0.0,False,0.0,True,0.8,True,0.5,False,0.0,True,False,0.7,21.97,False,False,False,False,True,False,False,4.933,15.1267605,1.3964909,84
S2CH34,S2CH34,BDR,SQM (BDR: S2CH34),11.9,A,0.5,C,3.0,OK,91.6,81.98,69.38,62.75,135307487.35,False,0.0,False,0.0,False,0.0,True,0.8,True,0.65,False,False,1.24,95.56,False,False,False,False,False,False,False,9.669,44.46602,4.59724,85
SIVR39,ABRDN PHYSICAL SILVER SHARES ETF,BDR,SIVR (BDR: SIVR39),11.9,A,2.3,C,0.0,Fraco,75.25,73.62,67.06,59.9,147418738.25,False,0.0,False,0.0,False,0.0,True,0.65,True,0.8,True,False,1.26,78.96,False,False,False,False,True,False,False,0.0,999.0,999.0,86
I1RP34,I1RP34,BDR,TT (BDR: I1RP34),11.85,A,2.3,C,3.0,OK,469.81,449.79,426.82,425.71,517609876.14,False,0.0,False,0.0,True,0.7,True,0.5,True,0.55,False,False,0.76,503.47,False,False,False,False,True,False,False,36.630002,35.918198,12.128198,87
ARMT34,ARMT34,BDR,MT (BDR: ARMT34),11.8,A,2.5,C,3.0,OK,61.14,56.87,49.91,45.85,128967675.33,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.12,63.5,False,False,False,False,True,False,False,5.4330003,16.005236,1.7087759,88
D1EL34,D1EL34,BDR,DELL (BDR: D1EL34),11.8,A,2.0,C,2.0,Fraco,230.27,177.75,147.1,142.81,1113731501.57,False,0.0,False,0.0,False,0.0,True,0.65,False,0.0,True,False,0.99,239.45,False,False,False,False,False,True,False,0.0,26.5594,-60.789333,89
K1SG34,K1SG34,BDR,KEYS (BDR: K1SG34),11.8,A,3.4,C,4.0,Forte,355.06,311.14,237.48,220.03,353852438.51,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.87,366.77,False,False,False,False,True,True,False,17.222999,62.510567,9.813438,90
STMN34,STMN34,BDR,STM (BDR: STMN34),11.8,A,2.0,C,2.0,Fraco,55.9,39.54,31.31,30.11,597253392.5,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.78,58.01,False,False,False,False,False,True,False,0.9079999999999999,349.37503,2.7962584,91
