ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,rasb_trend,rasb_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,rasb_trend_weekly,wedge_weekly,cup_handle_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
GGBR4,GERDAU S.A.,BR_STOCK,GGBR4,17.12,S,2.0,C,0.0,Fraco,23.82,22.38,20.76,19.76,240439076.92,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.74,24.65,False,False,False,False,False,True,False,0.0,0.0,0.0,1
T1EV34,T1EV34,BDR,TEVA (BDR: T1EV34),17.12,S,0.5,C,3.0,OK,34.56,33.32,31.4,28.39,201655465.29,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.84,36.38,False,False,False,False,False,False,False,21.599,25.791044,4.8910275,2
GOAU4,METALURGICA GERDAU S.A.,BR_STOCK,GOAU4,17.12,S,2.0,C,0.0,Fraco,10.43,9.79,9.13,8.63,87498315.56,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.65,10.57,False,False,False,False,False,True,False,0.0,0.0,0.0,3
FDXB34,FDXB34,BDR,FDX (BDR: FDXB34),16.8,S,2.0,C,4.0,Forte,338.0,311.5,274.63,253.0,777920182.0,False,0.0,False,0.0,True,0.8,False,0.0,True,0.8,True,False,1.03,341.14,False,False,False,False,False,True,False,15.869,18.036285,2.71044,4
DVAI34,DVAI34,BDR,DVA (BDR: DVAI34),16.44,S,2.0,C,4.0,Forte,203.83,174.27,144.02,140.54,135749558.24,True,0.55,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.9,202.56,False,False,False,False,False,True,False,80.981004,19.6368,-17.856329,5
WEST3,WESTWING COMERCIO VAREJISTA S.A.,BR_STOCK,WEST3,16.1,S,0.5,C,2.0,Fraco,8.38,8.01,6.58,6.22,211176.0,True,0.43,False,0.0,True,0.8,False,0.0,False,0.0,True,False,1.61,8.65,False,False,False,False,False,False,False,-0.9520000000000001,999.0,0.42252812,6
M1NS34,M1NS34,BDR,MNST (BDR: M1NS34),15.9,S,2.0,C,4.0,Forte,92.03,81.62,78.44,75.39,433087008.25,False,0.0,False,0.0,True,0.65,False,0.0,True,0.65,True,False,0.76,91.47,False,False,False,False,False,True,False,26.654,44.45894,10.31264,7
GGBR3,GERDAU S.A.,BR_STOCK,GGBR3,15.62,S,0.5,C,2.0,Fraco,20.33,19.31,17.88,17.09,430996.0,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.47,20.95,False,False,False,False,False,False,False,3.066,24.493977,0.75795984,8
I1EX34,I1EX34,BDR,IEX (BDR: I1EX34),15.62,S,2.0,C,3.0,OK,216.9,208.01,194.09,186.29,109267926.83,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.76,223.94,False,False,False,False,False,True,False,12.748000000000001,32.085796,3.9793782,9
GOAU3,METALURGICA GERDAU S.A.,BR_STOCK,GOAU3,15.45,S,0.5,C,2.0,Fraco,9.4,9.2,8.72,8.32,456839.98,False,0.0,False,0.0,True,0.7,False,0.0,True,1.0,True,False,1.38,9.73,False,False,False,False,False,False,False,3.0550001,21.860464,0.6509695,10
I1XC34,I1XC34,BDR,IX (BDR: I1XC34),15.43,S,2.0,C,2.0,Fraco,38.71,34.76,31.62,30.16,7494565.5,False,0.0,False,0.0,True,0.8,False,0.0,True,0.85,True,False,0.43,40.0,False,False,False,False,False,True,False,10.418,15.546185,1.4639974,11
R1OK34,R1OK34,BDR,ROK (BDR: R1OK34),15.25,S,2.0,C,3.0,OK,457.59,425.63,402.4,388.08,270160676.25,False,0.0,False,0.0,True,0.75,False,0.0,True,0.85,True,False,0.87,468.11,False,False,False,False,False,True,False,27.183,47.467842,14.456906,12
CSMG3,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,BR_STOCK,CSMG3,15.25,S,2.0,C,0.0,Fraco,58.5,55.39,49.55,45.14,250356600.0,False,0.0,False,0.0,True,0.75,False,0.0,True,0.85,True,False,0.67,60.0,False,False,False,False,False,True,False,0.0,0.0,0.0,13
J1CI34,J1CI34,BDR,JCI (BDR: J1CI34),14.95,S,2.0,C,3.0,OK,144.01,140.56,129.78,124.47,510807770.82,False,0.0,False,0.0,True,0.7,False,0.0,True,0.8,True,False,0.77,149.1,False,False,False,False,False,True,False,13.449,44.039753,6.4998193,14
BBOI11,BBOI11,ETF,BBOI11,14.95,S,0.5,C,0.0,Fraco,11.52,11.46,10.56,10.33,100431.36,False,0.0,False,0.0,True,0.7,False,0.0,True,0.8,True,False,1.24,11.85,False,False,False,False,False,False,False,0.0,999.0,999.0,15
A1MT34,A1MT34,BDR,AMAT (BDR: A1MT34),14.8,S,2.0,C,4.0,Forte,552.64,422.59,342.03,306.58,6846457638.43,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,1.35,534.44,False,False,False,False,False,True,False,39.692003,51.93985,18.351597,16
TPIS3,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,BR_STOCK,TPIS3,14.8,S,0.5,C,0.0,Fraco,10.8,9.63,6.71,5.92,226800.0,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.29,10.8,False,False,False,False,False,False,False,-66.175,999.0,0.93360996,17
M2KS34,M2KS34,BDR,MKSI (BDR: M2KS34),14.8,S,2.0,C,2.0,Fraco,345.32,293.31,229.93,203.87,346962349.28,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.97,341.81,False,False,False,False,False,True,False,12.662,72.394135,8.267573,18
K1LA34,K1LA34,BDR,KLAC (BDR: K1LA34),14.8,S,2.0,C,3.0,OK,2411.64,1727.57,1480.65,1371.96,4191562773.49,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.34,2156.69,False,False,False,False,False,True,True,94.975996,685.125,54.065372,19
ASML34,ASML34,BDR,ASML (BDR: ASML34),14.8,S,2.0,C,4.0,Forte,1899.48,1525.95,1337.83,1236.35,5565516231.85,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,True,1.53,1831.11,False,False,False,False,False,True,False,52.236000000000004,63.676834,1694.8934,20
B2AP34,B2AP34,BDR,BAP (BDR: B2AP34),14.8,S,2.0,C,4.0,Forte,368.38,323.74,304.81,290.9,242029715.39,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.78,366.22,False,False,False,False,False,True,True,19.148001,14.13584,2.5890653,21
E1CO34,E1CO34,BDR,EC (BDR: E1CO34),14.8,S,2.0,C,1.0,Fraco,16.26,13.99,12.01,11.19,30931804.94,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.61,16.81,False,False,False,False,False,True,False,12.037,11.868613,0.008283041,22
CVSH34,CVSH34,BDR,CVS (BDR: CVSH34),14.8,S,2.0,C,2.0,Fraco,100.48,86.05,79.73,78.53,1172473125.25,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,1.49,98.61,False,False,False,False,False,True,False,3.7520003,44.07018,1.6514094,23
L1RC34,L1RC34,BDR,LRCX (BDR: L1RC34),14.8,S,2.0,C,4.0,Forte,362.52,283.03,226.92,202.94,5256053701.39,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,1.37,349.09,False,False,False,False,False,True,False,66.762,68.65909,42.830814,24
M1TT34,M1TT34,BDR,MAR (BDR: M1TT34),14.8,S,2.0,C,2.0,Fraco,396.89,363.79,331.82,314.87,588730375.24,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.96,398.96,False,False,False,False,False,True,False,0.0,41.602726,-25.67372,25
N1UE34,N1UE34,BDR,NUE (BDR: N1UE34),14.8,S,2.0,C,3.0,OK,260.9,221.72,185.03,173.68,220669997.54,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.54,264.67,False,False,False,False,False,True,False,12.285,25.90864,2.7696686,26
