ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,rasb_trend,rasb_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,rasb_trend_weekly,wedge_weekly,cup_handle_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
ARNC34,ARNC34,BDR,HWM (BDR: ARNC34),17.12,S,2.0,C,4.0,Forte,272.37,246.63,223.72,213.4,329428513.02,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.41,280.62,False,False,False,False,False,True,False,33.818,63.194897,20.434391,1
IBKR34,IBKR34,BDR,IBKR (BDR: IBKR34),16.77,S,2.0,C,3.0,OK,88.28,74.04,70.9,69.3,328410423.46,False,0.0,False,0.0,True,0.65,False,0.0,True,1.0,True,False,0.89,87.37,False,False,False,False,False,True,False,23.56,37.888412,7.041557,2
SLBG34,SLBG34,BDR,SLB (BDR: SLBG34),16.75,S,2.0,C,2.0,Fraco,55.75,51.6,44.7,42.01,207989758.5,False,0.0,False,0.0,True,0.75,False,0.0,True,0.85,True,False,0.33,57.2,False,False,False,False,False,True,False,14.066,24.559471,3.0471141,3
ASML34,ASML34,BDR,ASML (BDR: ASML34),16.62,S,2.0,C,4.0,Forte,1584.51,1412.47,1258.73,1148.72,2228004876.89,False,0.0,False,0.0,True,0.75,False,0.0,True,0.8,True,False,0.8,1602.6,False,False,False,False,False,True,False,52.236000000000004,51.917103,1387.9801,4
DDNB34,DDNB34,BDR,DD (BDR: DDNB34),16.57,S,2.0,C,2.0,Fraco,50.6,46.47,42.99,40.08,189088449.9,False,0.0,False,0.0,True,0.7,False,0.0,True,0.85,True,False,0.82,51.64,False,False,False,False,False,True,False,0.8959999999999999,133.1579,1.4771565,5
BONY34,BONY34,BDR,BK (BDR: BONY34),16.25,S,2.0,C,3.0,OK,135.98,125.38,117.81,114.22,294452034.61,False,0.0,False,0.0,True,0.75,False,0.0,True,0.65,True,False,0.58,138.6,False,False,False,False,False,True,False,13.472000000000001,16.870966,2.3657746,6
GGBR3,GERDAU S.A.,BR_STOCK,GGBR3,16.23,S,2.0,C,2.0,Fraco,20.31,17.79,17.22,16.52,1994441.95,False,0.0,False,0.0,True,0.6,False,0.0,True,0.85,True,False,1.91,20.91,False,False,False,False,False,True,False,3.066,24.46988,0.7572142,7
GGBR4,GERDAU S.A.,BR_STOCK,GGBR4,16.23,S,2.0,C,2.0,Fraco,23.58,20.32,19.98,19.03,153866573.5,False,0.0,False,0.0,True,0.6,False,0.0,True,0.85,True,False,0.53,24.42,False,False,False,False,False,True,False,3.066,28.40964,0.87912905,8
GOAU4,METALURGICA GERDAU S.A.,BR_STOCK,GOAU4,16.23,S,2.0,C,1.0,Fraco,10.27,9.01,8.78,8.29,43285997.93,False,0.0,False,0.0,True,0.6,False,0.0,True,0.85,True,False,0.33,10.51,False,False,False,False,False,True,False,3.0550001,23.883722,0.7112189,9
G1WW34,G1WW34,BDR,GWW (BDR: G1WW34),15.8,S,2.0,C,4.0,Forte,1284.19,1131.08,1057.65,1037.35,343511820.0,False,0.0,False,0.0,True,0.8,False,0.0,True,1.0,True,False,0.84,1283.96,False,False,False,False,False,True,False,46.129,34.51196,15.432194,10
