ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,rasb_trend,rasb_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,rasb_trend_weekly,wedge_weekly,cup_handle_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
E1QN34,E1QN34,BDR,EQNR (BDR: E1QN34),16.77,S,2.0,C,5.0,Forte,42.87,36.56,34.88,31.81,71744057.83,False,0.0,False,0.0,True,0.65,False,0.0,True,1.0,True,False,0.67,42.62,False,False,False,False,False,True,False,21.270001,11.613821,4.8385453,1
OXYP34,OXYP34,BDR,OXY (BDR: OXYP34),16.6,S,2.0,C,4.0,Forte,61.49,54.7,54.47,51.08,439435875.54,False,0.0,False,0.0,True,0.6,False,0.0,True,1.0,True,False,0.83,60.83,False,False,False,False,False,True,False,10.629,18.146017,1.8379693,2
F1AN34,F1AN34,BDR,FANG (BDR: F1AN34),16.6,S,2.0,C,3.0,OK,211.01,191.15,185.34,175.69,308909136.51,False,0.0,False,0.0,True,0.6,False,0.0,True,1.0,True,False,1.02,213.75,False,False,False,False,False,True,False,3.4930002,40.11787,1.5621508,3
JNJB34,JNJB34,BDR,JNJ (BDR: JNJB34),16.25,S,2.0,C,3.0,OK,268.57,254.22,239.78,229.99,969001328.36,False,0.0,False,0.0,True,0.75,False,0.0,True,0.65,True,False,0.56,276.47,False,False,False,False,False,True,False,25.741999999999997,31.088272,7.5861583,4
R1KU34,R1KU34,BDR,ROKU (BDR: R1KU34),16.13,S,2.0,C,3.0,OK,157.2,143.3,118.59,115.04,137103234.94,True,0.44,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.38,159.69,False,False,False,False,False,True,False,13.122,66.29536,8.257738,5
E1OG34,E1OG34,BDR,EOG (BDR: E1OG34),16.1,S,2.0,C,5.0,Forte,152.41,138.25,131.85,124.95,258164866.64,False,0.0,False,0.0,True,0.6,False,0.0,True,0.8,True,False,0.61,151.53,False,False,False,False,False,True,False,22.506999999999998,11.835926,2.633938,6
FMXB34,FMXB34,BDR,KOF (BDR: FMXB34),15.89,S,2.0,C,4.0,Forte,113.22,106.41,103.86,100.35,9549509.6,True,0.6,False,0.0,True,0.6,False,0.0,False,0.0,True,False,0.71,114.07,False,False,False,False,False,True,False,17.065,999.0,2.842232,7
C2CA34,C2CA34,BDR,KOF (BDR: C2CA34),15.89,S,2.0,C,4.0,Forte,113.22,106.41,103.86,100.35,9549509.6,True,0.6,False,0.0,True,0.6,False,0.0,False,0.0,True,False,0.71,114.07,False,False,False,False,False,True,False,17.065,999.0,2.842232,8
B2YN34,B2YN34,BDR,BYND (BDR: B2YN34),15.3,S,3.59,C,0.0,Fraco,14.89,1.96,1.17,1.14,37108918.42,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.06,14.34,True,False,False,False,False,True,False,0.0,999.0,4.3865495,9
FNAM11,FNAM11,ETF,FNAM11,15.3,S,0.5,C,0.0,Fraco,0.36,0.01,0.0,0.0,3436560.14,False,0.0,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.15,0.0,False,False,False,False,False,False,False,0.0,999.0,999.0,10
