ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,double_bottom,double_bottom_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,wedge_weekly,cup_handle_weekly,double_bottom_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
S2TA34,S2TA34,BDR,STAG (BDR: S2TA34),9.5,A,2.0,C,2.0,Fraco,38.95,37.93,37.62,36.87,37921720.74,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.69,39.99,False,False,False,False,False,True,False,6.915,30.1938,2.069057,340
LFTS11,LFTS11,ETF,LFTS11,9.5,A,0.5,C,0.0,Fraco,152.51,150.52,146.42,144.44,19838500.09,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.87,152.45,False,False,False,False,False,False,False,0.0,999.0,999.0,341
PLAG11,PLAG11,ETF,PLAG11,9.5,A,0.5,C,1.0,Fraco,64.25,64.33,54.85,52.7,814690.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,2.53,66.33,False,False,False,False,False,False,False,0.0,9.434655,999.0,342
VCRA11,VCRA11,ETF,VCRA11,9.5,A,0.5,C,0.0,Fraco,63.9,63.4,60.7,59.16,788462.12,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.28,64.94,False,False,False,False,False,False,False,0.0,999.0,999.0,343
VXXV11,VXXV11,ETF,VXXV11,9.5,A,0.5,C,0.0,Fraco,755.0,741.58,714.18,710.59,9969775.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.59,755.0,False,False,False,False,False,False,False,0.0,999.0,999.0,344
RZAK11,RZAK11,ETF,RZAK11,9.5,A,2.1,C,1.0,Fraco,85.68,84.13,80.08,78.26,1131404.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.77,86.06,False,False,False,False,True,False,False,0.0,7.304348,999.0,345
CLIN11,CLIN11,ETF,CLIN11,9.5,A,0.5,C,1.0,Fraco,92.96,91.75,86.8,85.42,1472672.31,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.78,94.93,False,False,False,False,False,False,False,0.0,7.72093,999.0,346
NTNS11,NTNS11,ETF,NTNS11,9.5,A,0.5,C,0.0,Fraco,65.25,64.13,62.3,61.6,914217.75,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.07,65.27,False,False,False,False,False,False,False,0.0,999.0,999.0,347
KCRE11,KCRE11,ETF,KCRE11,9.5,A,0.5,C,1.0,Fraco,9.4,8.9,8.42,8.28,134589.19,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.27,9.44,False,False,False,False,False,False,False,0.0,7.460317,999.0,348
ISET11,ISET11,ETF,ISET11,9.5,A,0.5,C,0.0,Fraco,113.06,111.42,108.51,107.06,1655198.36,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.85,114.8,False,False,False,False,False,False,False,0.0,999.0,999.0,349
XPLG11,XPLG11,ETF,XPLG11,9.5,A,0.5,C,1.0,Fraco,99.97,99.89,98.84,97.01,7688792.76,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.87,101.16,False,False,False,False,False,False,False,0.0,19.756918,999.0,350
KFOF11,KFOF11,ETF,KFOF11,9.5,A,0.5,C,0.0,Fraco,84.19,82.37,80.13,78.13,1352596.58,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.35,84.19,False,False,False,False,False,False,False,0.0,21.58718,999.0,351
KNIP11,KNIP11,ETF,KNIP11,9.5,A,0.5,C,1.0,Fraco,94.0,90.58,86.98,85.45,8533508.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.94,94.04,False,False,False,False,False,False,False,0.0,8.453238,999.0,352
B5P211,B5P211,ETF,B5P211,9.5,A,0.5,C,0.0,Fraco,107.5,105.56,102.49,101.32,9016347.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.51,107.49,False,False,False,False,False,False,False,0.0,999.0,999.0,353
PVBI11,PVBI11,ETF,PVBI11,9.5,A,0.5,C,1.0,Fraco,77.45,77.41,77.38,75.91,5303311.09,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.3,78.8,False,False,False,False,False,False,False,0.0,8.256929,999.0,354
RBRR11,RBRR11,ETF,RBRR11,9.5,A,1.8,C,0.0,Fraco,85.05,84.36,83.08,82.57,5466078.65,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.89,84.93,False,False,False,False,True,False,False,0.0,999.0,999.0,355
BRCO11,BRCO11,ETF,BRCO11,9.5,A,0.5,C,0.0,Fraco,118.91,116.7,113.82,111.14,7101662.15,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.12,119.6,False,False,False,False,False,False,False,0.0,999.0,999.0,356
LVBI11,LVBI11,ETF,LVBI11,9.5,A,0.5,C,0.0,Fraco,109.85,108.31,106.32,104.19,2622668.71,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.72,109.29,False,False,False,False,False,False,False,0.0,999.0,999.0,357
BOVB11,BOVB11,ETF,BOVB11,9.5,A,2.1,C,0.0,Fraco,188.26,191.2,173.55,165.54,4590531.71,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.67,203.69,False,False,False,False,True,False,False,0.0,999.0,999.0,358
HGRE11,HGRE11,ETF,HGRE11,9.5,A,0.5,C,1.0,Fraco,131.55,125.44,119.75,116.27,2365400.6,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.77,130.81,False,False,False,False,False,False,False,2.2640000000000002,18.34728,0.7973452,359
AZIN11,AZIN11,ETF,AZIN11,9.5,A,0.5,C,0.0,Fraco,101.96,99.49,96.66,94.35,1880754.14,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.49,103.0,False,False,False,False,False,False,False,0.0,999.0,999.0,360
WHGR11,WHGR11,ETF,WHGR11,9.5,A,0.5,C,1.0,Fraco,9.61,9.36,8.87,8.63,185386.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.74,9.58,False,False,False,False,False,False,False,0.0,7.3923078,999.0,361
PACB11,PACB11,ETF,PACB11,9.5,A,0.5,C,0.0,Fraco,11.03,10.83,10.53,10.41,220202.91,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.36,11.22,False,False,False,False,False,False,False,0.0,999.0,999.0,362
HGCR11,HGCR11,ETF,HGCR11,9.5,A,0.5,C,0.0,Fraco,98.3,95.41,92.03,90.28,2009940.16,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.53,99.12,False,False,False,False,False,False,False,0.0,999.0,999.0,363
RIFF11,RIFF11,ETF,RIFF11,9.5,A,0.5,C,0.0,Fraco,7.96,7.94,7.56,7.36,173336.96,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.71,8.0,False,False,False,False,False,False,False,0.0,999.0,999.0,364
A1TT34,A1TT34,BDR,ALL (BDR: A1TT34),9.5,A,2.0,C,5.0,Forte,213.15,211.28,205.51,204.57,316016180.95,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.89,222.23,False,False,False,False,False,True,False,45.221000000000004,4.714665,1.857484,365
BCSA34,BCSA34,BDR,SAN (BDR: BCSA34),9.5,A,0.5,C,3.0,OK,12.28,11.53,11.29,10.83,73526498.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.82,12.89,False,False,False,False,False,False,False,12.886000000000001,11.807693,1.5095372,366
A1FL34,A1FL34,BDR,AFL (BDR: A1FL34),9.5,A,2.0,C,5.0,Forte,113.1,111.48,110.51,109.07,170679207.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.64,117.06,False,False,False,False,False,True,False,16.469,12.9257145,1.9272058,367
B1TI34,B1TI34,BDR,BTI (BDR: B1TI34),9.5,A,0.5,C,4.0,Forte,58.28,58.2,56.15,55.41,213881767.52,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.22,59.98,False,False,False,False,False,False,False,15.824,12.295359,10.091405,368
CPTI11,CPTI11,ETF,CPTI11,9.5,A,0.5,C,0.0,Fraco,89.24,88.33,83.46,81.18,1988713.35,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.66,89.39,False,False,False,False,False,False,False,0.0,999.0,999.0,369
KNHF11,KNHF11,ETF,KNHF11,9.5,A,0.5,C,1.0,Fraco,98.28,97.81,92.91,90.67,2433805.89,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.62,99.5,False,False,False,False,False,False,False,0.0,7.702194,999.0,370
PMIS11,PMIS11,ETF,PMIS11,9.5,A,1.8,C,0.0,Fraco,8.05,7.99,7.73,7.55,195953.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.38,8.1,False,False,False,False,True,False,False,0.0,999.0,999.0,371
XPCI11,XPCI11,ETF,XPCI11,9.5,A,0.5,C,1.0,Fraco,83.06,82.66,79.96,78.53,2115455.08,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.92,85.77,False,False,False,False,False,False,False,0.0,6.2404203,999.0,372
PETR4,PETROLEO BRASILEIRO S.A. PETROBRAS,BR_STOCK,PETR4,9.3,B,0.5,C,0.0,Fraco,45.67,45.7,36.22,34.58,1503191453.73,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.78,49.85,False,False,False,False,False,False,False,0.0,0.0,0.0,373
GPRK34,GPRK34,BDR,GPRK (BDR: GPRK34),9.3,B,0.5,C,3.0,OK,9.33,9.15,8.1,7.69,4580096.96,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.89,10.22,False,False,False,False,False,False,False,22.567,8.8018875,1.7880414,374
ENGI3,ENERGISA S.A.,BR_STOCK,ENGI3,9.3,B,0.5,C,1.0,Fraco,13.18,12.88,12.72,12.4,139708.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.65,14.0,False,False,False,False,False,False,False,14.495,15.1494255,0.23859955,375
C1RR34,C1RR34,BDR,CARR (BDR: C1RR34),9.12,B,2.0,C,2.0,Fraco,66.83,60.1,57.83,59.43,336288569.21,False,0.0,False,0.0,False,0.0,True,0.85,True,0.5,True,False,0.65,68.79,False,False,False,False,False,True,False,9.907,44.553333,4.130408,376
BPAC5,BCO BTG PACTUAL S.A.,BR_STOCK,BPAC5,9.1,B,0.5,C,4.0,Forte,16.55,14.74,12.19,11.55,100955.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.42,21.4,False,False,False,False,False,False,False,23.868000000000002,11.821428,1.1383176,377
C1DN34,C1DN34,BDR,CDNS (BDR: C1DN34),9.1,B,2.0,C,4.0,Forte,362.7,303.94,312.68,322.56,840557278.29,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.81,362.71,False,False,False,False,False,True,False,20.656,84.74299,15.038561,378
VTRU3,VITRU EDUCAÇÃO S.A,BR_STOCK,VTRU3,9.1,B,0.5,C,0.0,Fraco,14.38,14.1,13.67,12.8,7729250.06,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.43,15.56,False,False,False,False,False,False,False,0.0,0.0,0.0,379
HOOT4,HOTEIS OTHON S.A.,BR_STOCK,HOOT4,9.1,B,1.8,C,1.0,Fraco,6.96,6.93,6.18,5.6,107184.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,4.75,8.6,False,False,False,False,True,False,False,0.0,4.167665,-4.290999,380
VRSN34,VRSN34,BDR,VRSN (BDR: VRSN34),9.1,B,2.0,C,2.0,Fraco,288.21,257.31,248.43,255.14,258034405.35,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.07,280.7,False,False,False,False,False,True,False,0.0,31.846407,-11.862447,381
JHSF3,JHSF PARTICIPACOES S.A.,BR_STOCK,JHSF3,9.1,B,0.5,C,0.0,Fraco,11.33,10.68,8.56,7.72,95687514.36,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.68,14.42,False,False,False,False,False,False,False,0.0,0.0,0.0,382
BOEI34,BOEI34,BDR,BA (BDR: BOEI34),9.1,B,2.1,C,2.0,Fraco,237.36,217.23,217.7,219.6,1783309420.59,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.42,236.63,False,False,False,False,True,False,False,169.947,93.44882,31.268608,383
C1CJ34,C1CJ34,BDR,CCJ (BDR: C1CJ34),9.1,B,0.5,C,3.0,OK,116.75,114.99,105.04,98.41,254550025.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,0.71,131.21,False,False,False,False,False,False,False,9.5979996,106.13636,9.84314,384
AROA11,AROA11,ETF,AROA11,9.1,B,0.5,C,1.0,Fraco,1.48,1.34,1.12,1.08,96001.68,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.08,2.09,False,False,False,False,False,False,False,0.0,18.5,999.0,385
M1SC34,M1SC34,BDR,MSCI (BDR: M1SC34),9.0,B,1.8,C,2.0,Fraco,585.42,562.87,562.52,561.47,366004573.32,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,False,False,1.09,621.29,False,False,False,False,True,False,False,0.0,33.45257,-15.384332,386
VCRI11,VCRI11,ETF,VCRI11,9.0,B,0.5,C,1.0,Fraco,7.42,7.39,6.86,6.56,320210.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.09,7.98,False,False,False,False,False,False,False,0.0,5.888889,999.0,387
LTBX11,LTBX11,ETF,LTBX11,9.0,B,0.5,C,0.0,Fraco,25.45,25.27,,,687251.82,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.56,25.6,False,False,False,False,False,False,False,0.0,999.0,999.0,388
D1LR34,D1LR34,BDR,DLR (BDR: D1LR34),9.0,B,0.5,C,3.0,OK,195.31,186.84,171.03,170.01,268883273.64,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,False,False,0.58,208.14,False,False,False,False,False,False,False,5.688,51.806366,3.0104659,389
E2NT34,E2NT34,BDR,ENTG (BDR: E2NT34),9.0,B,0.5,C,3.0,OK,149.11,130.0,108.98,102.83,449149143.84,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.81,159.04,False,False,False,False,False,False,False,6.788000499999999,86.19075,5.729271,390
D1OM34,D1OM34,BDR,D (BDR: D1OM34),9.0,B,0.5,C,2.0,Fraco,61.89,62.38,60.67,60.12,373308098.32,False,0.0,False,0.0,False,0.0,True,0.8,False,0.0,False,False,1.26,65.61,False,False,False,False,False,False,False,9.786999999999999,18.256636,1.9365437,391
EQTL3,EQUATORIAL S.A.,BR_STOCK,EQTL3,9.0,B,2.1,C,0.0,Fraco,42.31,42.06,39.47,38.14,233229651.57,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,False,False,0.77,46.32,False,False,False,False,True,False,False,0.0,0.0,0.0,392
C1NC34,C1NC34,BDR,CNC (BDR: C1NC34),9.0,B,2.0,C,3.0,OK,55.96,40.46,39.95,37.4,296324983.15,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.56,55.97,False,False,False,False,False,True,False,-26.044,999.0,1.2895495,393
Q1UA34,Q1UA34,BDR,PWR (BDR: Q1UA34),9.0,B,0.5,C,3.0,OK,745.0,602.74,505.87,476.9,924396000.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.89,788.75,False,False,False,False,False,False,True,13.533999999999999,102.054794,12.467158,394
5PRE11,5PRE11,ETF,5PRE11,9.0,B,0.5,C,0.0,Fraco,50.38,49.72,,,136328.28,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.25,50.85,False,False,False,False,False,False,False,0.0,999.0,999.0,395
BROF11,BROF11,ETF,BROF11,9.0,B,0.5,C,1.0,Fraco,61.04,60.88,55.48,53.98,134715.28,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.35,64.28,False,False,False,False,False,False,False,0.0,8.989691,999.0,396
XB6011,XB6011,ETF,XB6011,9.0,B,0.5,C,0.0,Fraco,51.84,50.85,,,120216.96,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.41,52.62,False,False,False,False,False,False,False,0.0,999.0,999.0,397
TECN3,TECHNOS S.A.,BR_STOCK,TECN3,9.0,B,0.5,C,5.0,Forte,8.6,8.53,7.47,7.15,312180.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,1.35,9.07,False,False,False,False,False,False,False,16.853,8.113209,1.1961057,398
DMVF3,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,BR_STOCK,DMVF3,9.0,B,0.5,C,4.0,Forte,6.75,6.79,6.16,5.78,707400.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,False,False,0.96,7.35,False,False,False,False,False,False,False,2.485,15.0,0.37155282,399
CPFE3,CPFL ENERGIA S.A.,BR_STOCK,CPFE3,9.0,B,0.5,C,0.0,Fraco,48.94,46.78,44.84,42.59,71002150.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,0.63,52.99,False,False,False,False,False,False,False,0.0,0.0,0.0,400
LFTX11,LFTX11,ETF,LFTX11,9.0,B,0.5,C,0.0,Fraco,25.38,25.2,,,195578.27,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.88,25.51,False,False,False,False,False,False,False,0.0,999.0,999.0,401
XBCI11,XBCI11,ETF,XBCI11,9.0,B,0.5,C,0.0,Fraco,112.65,105.69,,,349890.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.5,117.0,False,False,False,False,False,False,False,0.0,999.0,999.0,402
XB4511,XB4511,ETF,XB4511,9.0,B,0.5,C,0.0,Fraco,51.43,50.57,,,102860.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.52,51.97,False,False,False,False,False,False,False,0.0,999.0,999.0,403
M1RN34,M1RN34,BDR,MRNA (BDR: M1RN34),9.0,B,0.5,C,2.0,Fraco,54.35,51.6,39.29,36.12,1130746283.25,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,False,3.39,56.2,False,False,False,False,False,False,False,-36.556998,999.0,2.4756308,404
K1TC34,K1TC34,BDR,KT (BDR: K1TC34),8.93,B,0.5,C,3.0,OK,21.18,21.88,20.35,20.29,13173960.19,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,False,False,0.8,23.01,False,False,False,False,False,False,False,9.8079994,8.680327,0.8371098,405
ARGT39,GLOBAL X MSCI ARGENTINA ETF,BDR,ARGT (BDR: ARGT39),8.93,B,2.1,C,1.0,Fraco,89.49,90.42,89.36,86.5,24708188.41,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,False,False,0.89,95.8,False,False,False,False,True,False,False,0.0,14.956894,999.0,406
A1AP34,A1AP34,BDR,AAP (BDR: A1AP34),8.93,B,0.5,C,0.0,Fraco,56.15,54.06,50.76,52.66,126775473.45,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,False,False,1.93,60.94,False,False,False,False,False,False,False,3.1140001,49.690266,1.5327711,407
PINE3,BCO PINE S.A.,BR_STOCK,PINE3,8.8,B,0.5,C,3.0,OK,13.0,12.87,11.31,10.06,65000.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.37,15.44,False,False,False,False,False,False,False,33.765998,6.806283,2.3520896,408
LPSB3,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,BR_STOCK,LPSB3,8.8,B,2.1,C,0.0,Fraco,1.79,1.74,1.59,1.51,859199.98,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,2.69,1.92,False,False,False,False,True,False,False,0.0,0.0,0.0,409
N1TA34,N1TA34,BDR,NTAP (BDR: N1TA34),8.8,B,2.0,C,4.0,Forte,118.0,103.46,106.81,108.19,341385800.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,True,1.65,115.37,False,False,False,False,False,True,False,112.58699999999999,19.798658,20.17784,410
X1YZ34,X1YZ34,BDR,XYZ (BDR: X1YZ34),8.8,B,2.0,C,2.0,Fraco,74.85,65.04,65.41,68.1,963514090.36,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,2.56,75.23,False,False,False,False,False,True,False,3.743,58.476562,2.0296102,411
T1RO34,T1RO34,BDR,TROW (BDR: T1RO34),8.8,B,2.0,C,5.0,Forte,105.33,93.78,98.17,99.15,158637515.76,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.66,106.93,False,False,False,False,False,True,False,18.688999,11.301503,2.1198277,412
FCXO34,FCXO34,BDR,FCX (BDR: FCXO34),8.8,B,0.5,C,4.0,Forte,61.65,61.22,53.74,50.86,752012883.61,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.79,70.97,False,False,False,False,False,False,False,15.630999000000001,32.61905,4.4250646,413
VFCO34,VFCO34,BDR,VFC (BDR: VFCO34),8.8,B,0.5,C,3.0,OK,18.98,18.11,17.71,16.69,87628759.89,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,0.83,22.27,False,False,False,False,False,False,False,22.092,33.298244,2.0076156,414
AALL34,AALL34,BDR,AAL (BDR: AALL34),8.6,B,0.5,C,1.0,Fraco,13.35,11.5,13.12,12.93,771575287.05,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.18,13.41,False,False,False,False,False,False,False,0.0,43.064518,-2.1658015,415
M2PT34,M2PT34,BDR,MPT (BDR: M2PT34),8.6,B,0.5,C,1.0,Fraco,5.17,4.99,5.08,4.88,30428552.45,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.94,5.35,False,False,False,False,False,False,False,-2.6819998000000003,999.0,0.67999476,416
C2ZR34,C2ZR34,BDR,CZR (BDR: C2ZR34),8.6,B,2.1,C,1.0,Fraco,28.04,27.0,23.84,24.41,44900453.47,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.49,28.8,False,False,False,False,True,False,False,-10.715999499999999,999.0,1.6745297,417
RECT11,RECT11,ETF,RECT11,8.5,B,0.5,C,1.0,Fraco,38.59,38.86,35.9,34.12,741854.16,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.52,39.8,False,False,False,False,False,False,False,0.0,0.9943313,999.0,418
VINO11,VINO11,ETF,VINO11,8.5,B,0.5,C,0.0,Fraco,4.99,5.07,4.98,4.89,608335.86,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.9,5.11,False,False,False,False,False,False,False,0.0,26.263157,999.0,419
IVVB11,IVVB11,ETF,IVVB11,8.5,B,0.5,C,0.0,Fraco,407.8,394.27,405.25,402.54,50625921.68,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.82,409.44,False,False,False,False,False,False,False,0.0,999.0,999.0,420
IFRI11,IFRI11,ETF,IFRI11,8.5,B,0.5,C,0.0,Fraco,101.3,101.64,98.47,96.2,1139726.33,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.65,102.8,False,False,False,False,False,False,False,0.0,999.0,999.0,421
IFRA11,IFRA11,ETF,IFRA11,8.5,B,0.5,C,0.0,Fraco,98.3,98.81,95.09,93.52,1169966.64,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.59,101.38,False,False,False,False,False,False,False,0.0,999.0,999.0,422
RZAG11,RZAG11,ETF,RZAG11,8.5,B,0.5,C,0.0,Fraco,9.07,9.08,8.8,8.6,1227724.23,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.68,9.31,False,False,False,False,False,False,False,0.0,999.0,999.0,423
R1EG34,R1EG34,BDR,REG (BDR: R1EG34),8.5,B,2.0,C,3.0,OK,77.59,77.83,72.7,71.98,131065021.81,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.95,81.66,False,False,False,False,False,True,False,8.003,26.663229,2.1246474,424
I1VZ34,I1VZ34,BDR,IVZ (BDR: I1VZ34),8.5,B,0.5,C,3.0,OK,27.59,24.62,25.1,24.17,134738524.75,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.79,27.74,False,False,False,False,False,False,False,-1.5350000000000001,999.0,1.2551178,425
DXCO3,DEXCO S.A.,BR_STOCK,DXCO3,8.5,B,0.5,C,0.0,Fraco,5.77,5.12,5.07,5.08,24132447.92,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.42,5.98,False,False,False,False,False,False,False,0.0,0.0,0.0,426
ACWI11,ACWI11,ETF,ACWI11,8.5,B,0.5,C,0.0,Fraco,15.98,15.54,15.81,15.66,1332188.64,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.7,16.21,False,False,False,False,False,False,False,0.0,999.0,999.0,427
USTK11,USTK11,ETF,USTK11,8.5,B,0.5,C,0.0,Fraco,19.7,17.33,17.9,17.72,288329.21,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.21,19.53,False,False,False,False,False,False,False,0.0,999.0,999.0,428
XPIE11,XPIE11,ETF,XPIE11,8.5,B,0.5,C,0.0,Fraco,54.08,54.04,52.38,52.44,659667.86,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.78,54.45,False,False,False,False,False,False,False,0.0,999.0,999.0,429
XPCA11,XPCA11,ETF,XPCA11,8.5,B,1.8,C,0.0,Fraco,8.16,8.37,7.88,7.66,608295.35,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.71,8.35,False,False,False,False,True,False,False,0.0,999.0,999.0,430
EGAF11,EGAF11,ETF,EGAF11,8.5,B,0.5,C,0.0,Fraco,93.0,95.3,90.1,88.02,1882785.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.27,96.38,False,False,False,False,False,False,False,0.0,999.0,999.0,431
AUPO11,AUPO11,ETF,AUPO11,8.5,B,0.5,C,0.0,Fraco,105.56,104.14,102.8,,6833320.88,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.03,105.6,False,False,False,False,False,False,False,0.0,999.0,999.0,432
KORE11,KORE11,ETF,KORE11,8.5,B,0.5,C,1.0,Fraco,72.2,73.48,70.2,68.67,1723125.13,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.73,74.17,False,False,False,False,False,False,False,0.0,4.839142,999.0,433
CDII11,CDII11,ETF,CDII11,8.5,B,0.5,C,0.0,Fraco,102.0,102.28,101.74,100.49,6518514.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.85,104.12,False,False,False,False,False,False,False,0.0,999.0,999.0,434
TJKB11,TJKB11,ETF,TJKB11,8.5,B,0.5,C,1.0,Fraco,255.0,255.96,246.28,241.89,124695.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.45,260.0,False,False,False,False,False,False,False,0.0,4.230259,999.0,435
SPYR11,SPYR11,ETF,SPYR11,8.5,B,0.5,C,0.0,Fraco,109.24,100.44,100.2,,110550.88,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.0,108.67,False,False,False,False,False,False,False,0.0,999.0,999.0,436
