ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,double_bottom,double_bottom_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,wedge_weekly,cup_handle_weekly,double_bottom_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
H1AS34,H1AS34,BDR,HAS (BDR: H1AS34),15.61,S,0.5,C,1.0,Fraco,97.78,93.82,86.81,84.17,110383840.62,True,0.56,False,0.0,False,0.0,True,0.85,True,0.65,True,False,0.78,99.2,False,False,False,False,False,False,False,-36.355,999.0,25.490093,1
ARNC34,ARNC34,BDR,HWM (BDR: ARNC34),15.5,S,2.0,C,4.0,Forte,270.56,245.77,221.54,211.72,862139432.22,False,0.0,False,0.0,False,0.0,True,1.0,True,0.5,True,False,1.18,280.62,False,False,False,False,False,True,True,33.818,62.920925,20.298595,2
DDNB34,DDNB34,BDR,DD (BDR: DDNB34),15.43,S,0.5,C,2.0,Fraco,49.76,46.33,42.52,39.68,196890361.36,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,False,1.02,50.3,False,False,False,False,False,False,False,0.8959999999999999,130.94737,1.4526346,3
ASML34,ASML34,BDR,ASML (BDR: ASML34),15.0,S,2.0,C,4.0,Forte,1592.02,1399.86,1244.01,1131.77,3638720956.64,False,0.0,False,0.0,False,0.0,True,0.8,True,0.5,True,False,1.45,1550.0,False,False,False,False,False,True,False,52.236000000000004,52.35186,1387.794,4
DEAI34,DEAI34,BDR,DAL (BDR: DEAI34),14.3,S,3.3,C,3.0,OK,73.33,66.42,65.61,63.62,371856439.29,False,0.0,False,0.0,False,0.0,True,1.0,True,0.65,True,False,0.65,75.02,False,False,False,False,True,True,False,24.990000000000002,10.70511,2.3516018,5
MUTC34,MUTC34,BDR,MU (BDR: MUTC34),14.1,S,2.0,C,4.0,Forte,746.81,448.89,342.92,290.45,48128244973.66,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.44,683.09,False,False,False,False,False,True,True,39.823002,35.209335,11.625543,6
V1OD34,V1OD34,BDR,VOD (BDR: V1OD34),14.0,S,2.0,C,2.0,Fraco,16.2,15.17,13.7,13.11,71429043.36,False,0.0,False,0.0,False,0.0,True,0.8,False,0.0,True,False,0.91,16.22,False,False,False,False,False,True,False,-6.616,999.0,6.4954133,7
ABUD34,ABUD34,BDR,BUD (BDR: ABUD34),13.93,S,2.0,C,3.0,OK,79.89,72.46,67.53,65.69,102930275.21,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,False,0.53,81.7,False,False,False,False,False,True,False,0.0,22.130194,10.691322,8
W1DC34,W1DC34,BDR,WDC (BDR: W1DC34),13.8,S,2.0,C,4.0,Forte,480.0,335.55,238.37,200.89,3785184000.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.86,483.87,False,False,False,False,False,True,False,85.920995,28.742813,22.950274,9
A1MD34,A1MD34,BDR,AMD (BDR: A1MD34),13.8,S,2.0,C,3.0,OK,455.19,254.51,234.48,217.35,26282215550.96,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.08,430.6,False,False,False,False,False,True,True,8.062999999999999,151.73,11.777231,10
BIIB34,BIIB34,BDR,BIIB (BDR: BIIB34),13.62,S,2.0,C,3.0,OK,193.45,184.5,175.55,166.03,180198672.16,False,0.0,False,0.0,False,0.0,True,0.85,True,0.5,True,False,0.89,195.98,False,False,False,False,False,True,False,7.7010006,20.801075,1.5308585,11
I1EX34,I1EX34,BDR,IEX (BDR: I1EX34),13.62,S,2.0,C,3.0,OK,216.92,200.34,187.65,181.54,123991470.95,False,0.0,False,0.0,False,0.0,True,0.85,True,0.5,True,False,0.7,223.85,False,False,False,False,False,True,False,12.748000000000001,32.04136,4.01793,12
L1RC34,L1RC34,BDR,LRCX (BDR: L1RC34),13.6,S,2.0,C,4.0,Forte,294.05,240.96,201.72,178.53,2643891655.24,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.87,298.0,False,False,False,False,False,True,False,66.762,55.58601,34.741257,13
L2SC34,L2SC34,BDR,LSCC (BDR: L2SC34),13.6,S,2.0,C,3.0,OK,127.19,103.64,86.28,80.71,354936420.81,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.9,127.95,False,False,False,False,False,True,True,2.7460001000000003,908.5,23.514513,14
ORVR3,ORIZON VALORIZACAO DE RESIDUOS S.A.,BR_STOCK,ORVR3,13.6,S,0.5,C,0.0,Fraco,82.54,74.37,67.57,63.79,50332892.56,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.06,84.9,False,False,False,False,False,False,False,0.0,0.0,0.0,15
A1MT34,A1MT34,BDR,AMAT (BDR: A1MT34),13.6,S,2.0,C,3.0,OK,435.44,373.03,306.53,274.55,3553103331.92,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.25,432.81,False,False,False,False,False,True,False,38.863,44.652054,15.909283,16
USIM5,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,BR_STOCK,USIM5,13.6,S,2.0,C,0.0,Fraco,8.99,7.12,6.17,5.71,193599645.07,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,1.29,8.98,False,False,False,False,False,True,False,0.0,0.0,0.0,17
J2AZ34,J2AZ34,BDR,JAZZ (BDR: J2AZ34),13.6,S,2.0,C,1.0,Fraco,225.79,193.9,171.0,159.03,167378122.02,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.76,230.4,False,False,False,False,False,True,False,0.676,2052.6362,3.212035,18
A1KA34,A1KA34,BDR,AKAM (BDR: A1KA34),13.3,S,2.0,C,1.0,Fraco,147.71,106.24,93.76,89.44,3171422470.15,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,True,4.41,122.24,False,False,False,False,False,True,True,9.1680005,50.071186,4.29452,19
T1WL34,T1WL34,BDR,TWLO (BDR: T1WL34),13.3,S,2.0,C,3.0,OK,201.7,137.78,128.26,123.42,579564771.23,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.83,201.4,False,False,False,False,False,True,True,1.317,301.04477,3.9413776,20
DTCR39,GLOBAL X DATA CENTER & DIGITAL INFRASTRUCTURE ETF,BDR,DTCR (BDR: DTCR39),13.3,S,2.0,C,0.0,Fraco,30.42,26.27,23.68,22.56,68764410.17,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,True,1.68,30.37,False,False,False,False,False,True,True,0.0,22.453089,999.0,21
ROST34,ROST34,BDR,ROST (BDR: ROST34),13.3,S,2.0,C,4.0,Forte,225.81,218.07,190.19,179.14,827887194.05,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.94,231.16,False,False,False,False,False,True,False,36.678,34.11027,11.763389,22
M2KS34,M2KS34,BDR,MKSI (BDR: M2KS34),13.3,S,2.0,C,2.0,Fraco,313.21,252.1,202.33,178.8,543889150.16,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.19,326.84,False,False,False,False,False,True,True,12.662,65.388306,7.7410345,23
A1DI34,A1DI34,BDR,ADI (BDR: A1DI34),13.3,S,2.0,C,3.0,OK,416.52,348.32,299.62,284.22,1563449430.76,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.14,416.0,False,False,False,False,False,True,False,7.861999999999999,76.28571,6.018466,24
I1HG34,I1HG34,BDR,IHG (BDR: I1HG34),13.3,S,2.0,C,2.0,Fraco,149.62,137.08,134.37,130.5,39035856.73,False,0.0,False,0.0,False,0.0,True,1.0,True,0.65,True,False,1.33,149.7,False,False,False,False,False,True,False,0.0,30.786007,-49.286396,25
C1BO34,C1BO34,BDR,CBOE (BDR: C1BO34),13.3,S,2.0,C,4.0,Forte,348.56,299.35,271.17,263.7,281113638.03,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.85,346.48,False,False,False,False,False,True,False,25.14,29.766012,6.7897773,26
USIM3,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,BR_STOCK,USIM3,13.3,S,0.5,C,0.0,Fraco,8.75,7.04,6.12,5.7,6501250.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.98,8.59,False,False,False,False,False,False,False,0.0,0.0,0.0,27
D1EL34,D1EL34,BDR,DELL (BDR: D1EL34),13.3,S,2.0,C,2.0,Fraco,260.46,180.54,147.87,143.49,3155108152.49,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,True,2.45,239.45,False,False,False,False,False,True,False,0.0,30.041521,-68.75924,28
G1WW34,G1WW34,BDR,GWW (BDR: G1WW34),13.0,S,2.0,C,4.0,Forte,1233.71,1125.08,1051.88,1035.29,374184231.15,False,0.0,False,0.0,False,0.0,True,1.0,False,0.0,True,False,1.0,1286.56,False,False,False,False,False,True,True,46.129,33.22677,13.436472,29
C1FG34,C1FG34,BDR,CFG (BDR: C1FG34),13.0,S,0.5,C,3.0,OK,63.73,61.08,58.09,55.9,238923768.28,False,0.0,False,0.0,False,0.0,True,1.0,False,0.0,True,False,0.98,66.37,False,False,False,False,False,False,False,7.739,15.101896,1.1284039,30
RIOT34,RIOT34,BDR,RIO (BDR: RIOT34),13.0,S,3.3,C,4.0,Forte,105.38,94.76,83.2,77.49,232942483.93,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,True,False,0.88,106.24,False,False,False,False,True,True,False,16.399999,17.332237,2.7528017,31
H1ST34,H1ST34,BDR,HST (BDR: H1ST34),13.0,S,2.0,C,4.0,Forte,22.27,19.9,18.33,17.76,143329722.95,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,True,False,0.82,22.36,False,False,False,False,False,True,False,14.87,15.14966,2.2341492,32
K1EY34,K1EY34,BDR,KEY (BDR: K1EY34),13.0,S,0.5,C,3.0,OK,21.6,20.75,19.92,19.46,185779443.28,False,0.0,False,0.0,False,0.0,True,1.0,False,0.0,True,False,0.84,22.55,False,False,False,False,False,False,False,9.977,13.251534,1.3430331,33
UGPA3,ULTRAPAR PARTICIPACOES S.A.,BR_STOCK,UGPA3,13.0,S,2.0,C,0.0,Fraco,30.16,28.26,24.13,22.51,265968974.65,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,True,False,2.18,30.81,False,False,False,False,False,True,False,0.0,0.0,0.0,34
H1SB34,H1SB34,BDR,HSBC (BDR: H1SB34),13.0,S,2.0,C,3.0,OK,90.16,85.95,78.49,74.81,159709430.49,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,True,False,1.03,92.98,False,False,False,False,False,True,False,11.611,14.902479,6.964852,35
C2CA34,C2CA34,BDR,KOF (BDR: C2CA34),12.93,A,0.5,C,3.0,OK,105.77,100.63,96.16,93.02,9984687.68,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,False,0.48,108.34,False,False,False,False,False,False,False,15.825,999.0,2.782303,36
FMXB34,FMXB34,BDR,KOF (BDR: FMXB34),12.93,A,0.5,C,3.0,OK,105.77,100.63,96.16,93.02,9984687.68,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,False,0.48,108.34,False,False,False,False,False,False,False,15.825,999.0,2.782303,37
E2XE34,E2XE34,BDR,EXEL (BDR: E2XE34),12.86,A,3.6,C,5.0,Forte,48.16,43.5,42.69,41.72,104940639.67,True,0.69,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.7,48.92,False,False,False,False,True,True,True,40.987,15.94702,5.848919,38
ITLC34,ITLC34,BDR,INTC (BDR: ITLC34),12.5,A,2.0,C,2.0,Fraco,124.92,62.11,48.08,42.34,28252731257.88,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.29,114.51,False,False,False,False,False,True,True,-2.911,999.0,5.457743,39
GSGI34,GSGI34,BDR,GS (BDR: GSGI34),12.5,A,2.0,C,3.0,OK,936.48,871.57,860.4,831.19,1557647151.51,False,0.0,False,0.0,False,0.0,True,0.8,True,0.5,True,False,1.03,952.01,False,False,False,False,False,True,False,14.548,17.095291,2.6285608,40
S1TX34,S1TX34,BDR,STX (BDR: S1TX34),12.5,A,2.0,C,3.0,OK,782.64,495.91,367.39,320.58,3800969495.14,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.82,792.01,False,False,False,False,False,True,True,1787.97,74.043526,371.97717,41
SLBG34,SLBG34,BDR,SLB (BDR: SLBG34),12.43,A,0.5,C,2.0,Fraco,53.27,51.14,44.13,41.59,561119549.82,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,False,False,0.76,57.2,False,False,False,False,False,False,False,14.066,23.46696,2.9115655,42
A1RC34,A1RC34,BDR,ARCO (BDR: A1RC34),12.43,A,0.5,C,3.0,OK,9.02,8.44,7.79,7.54,11255156.57,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,False,False,1.1,9.75,False,False,False,False,False,False,False,33.176,8.930694,2.4665027,43
AIRB34,AIRB34,BDR,ABNB (BDR: AIRB34),12.43,A,2.0,C,4.0,Forte,141.49,133.97,129.0,128.37,1090208790.33,False,0.0,False,0.0,False,0.0,True,0.65,True,0.65,True,False,2.14,147.25,False,False,False,False,False,True,False,32.324999999999996,34.935802,11.024623,44
EPOL39,ISHARES MSCI POLAND ETF,BDR,EPOL (BDR: EPOL39),12.12,A,2.0,C,1.0,Fraco,39.03,37.33,35.52,34.51,8180687.74,False,0.0,False,0.0,False,0.0,True,0.65,True,0.5,True,False,0.44,40.94,False,False,False,False,False,True,False,0.0,12.564071,999.0,45
WALM34,WALM34,BDR,WMT (BDR: WALM34),12.12,A,2.0,C,3.0,OK,130.43,125.93,116.96,112.72,1980135976.81,False,0.0,False,0.0,False,0.0,True,0.65,False,0.0,True,False,1.02,133.12,False,False,False,False,False,True,False,21.847,47.776554,10.433564,46
CPRL34,CPRL34,BDR,CP (BDR: CPRL34),12.12,A,3.58,C,1.0,Fraco,86.04,82.45,77.36,76.72,313891131.34,False,0.0,False,0.0,False,0.0,True,0.65,False,0.0,True,False,1.08,88.08,True,False,False,False,False,True,False,8.428001,26.151976,2.2608616,47
C2GN34,C2GN34,BDR,CGNX (BDR: C2GN34),12.1,A,0.5,C,3.0,OK,65.66,52.99,45.52,44.82,279435843.59,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.35,71.9,False,False,False,False,False,False,True,9.748,77.24706,7.3933125,48
CATP34,CATP34,BDR,CAT (BDR: CATP34),12.1,A,2.0,C,3.0,OK,897.45,763.28,656.99,600.94,1821195309.77,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.74,931.35,False,False,False,False,False,True,False,51.331,44.649254,22.153242,49
MLAS3,GRUPO MULTI S.A.,BR_STOCK,MLAS3,12.1,A,2.0,C,0.0,Fraco,1.66,1.39,1.29,1.21,1726399.97,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.99,1.69,False,False,False,False,False,True,False,0.0,0.0,0.0,50
J2BL34,J2BL34,BDR,JBL (BDR: J2BL34),12.1,A,2.0,C,3.0,OK,355.15,291.57,248.06,240.08,461872567.06,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.93,372.37,False,False,False,False,False,True,True,59.696996,47.86388,27.962364,51
T1EV34,T1EV34,BDR,TEVA (BDR: T1EV34),12.1,A,2.0,C,3.0,OK,35.73,31.45,29.15,26.37,293700596.24,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.83,36.99,False,False,False,False,False,True,False,21.599,26.664179,5.056609,52
S1KM34,S1KM34,BDR,SKM (BDR: S1KM34),12.1,A,0.5,C,1.0,Fraco,37.87,33.02,26.17,25.14,96466248.28,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.39,40.49,False,False,False,False,False,False,False,0.0,54.1,1.7216272,53
M2AS34,M2AS34,BDR,MASI (BDR: M2AS34),12.1,A,2.0,C,3.0,OK,178.31,177.53,155.12,153.23,135123316.15,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.85,178.76,False,False,False,False,False,True,False,24.987000000000002,44.027157,12.8808775,54
NGRD3,NEOGRID PARTICIPACOES S.A.,BR_STOCK,NGRD3,12.1,A,0.5,C,1.0,Fraco,33.24,30.17,27.64,27.23,5354964.27,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,True,15.86,33.03,False,False,False,False,False,False,False,-1.203,999.0,0.67301077,55
GGBR4,GERDAU S.A.,BR_STOCK,GGBR4,12.1,A,2.0,C,0.0,Fraco,23.88,20.27,19.94,19.03,261440618.81,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,True,False,0.89,24.61,False,False,False,False,False,True,False,0.0,0.0,0.0,56
WEST3,WESTWING COMERCIO VAREJISTA S.A.,BR_STOCK,WEST3,12.1,A,0.5,C,2.0,Fraco,7.99,7.27,6.13,5.77,421871.99,False,0.0,False,0.0,False,0.0,False,0.0,True,0.8,False,False,1.32,8.5,False,False,False,False,False,False,False,-4.3999999999999995,999.0,0.4028639,57
CLSC4,CENTRAIS ELET DE SANTA CATARINA S.A.,BR_STOCK,CLSC4,12.0,A,2.0,C,4.0,Forte,151.33,146.24,127.29,119.63,226995.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.79,156.74,False,False,False,False,False,True,False,19.097,8.482623,1.4708512,58
VBBR3,VIBRA ENERGIA S.A.,BR_STOCK,VBBR3,12.0,A,2.0,C,0.0,Fraco,33.8,31.54,27.05,25.33,341528712.29,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.58,34.2,False,False,False,False,False,True,False,0.0,0.0,0.0,59
VIUR11,VIUR11,ETF,VIUR11,12.0,A,0.5,C,1.0,Fraco,2.64,2.13,2.01,1.94,203747.29,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.22,2.69,False,False,False,False,False,False,False,0.0,3.71831,999.0,60
TEXA34,TEXA34,BDR,TXN (BDR: TEXA34),12.0,A,2.0,C,4.0,Forte,287.8,220.54,195.12,192.56,2555260971.62,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.04,292.64,False,False,False,False,False,True,False,32.347,49.28082,15.609914,61
CSCO34,CSCO34,BDR,CSCO (BDR: CSCO34),12.0,A,3.3,C,4.0,Forte,96.57,83.02,77.71,75.03,2379861415.48,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.42,94.72,False,False,False,False,True,True,False,23.754998999999998,34.73741,7.9908977,62
IBKR34,IBKR34,BDR,IBKR (BDR: IBKR34),12.0,A,2.0,C,3.0,OK,84.42,72.81,70.48,68.89,303464567.42,False,0.0,False,0.0,False,0.0,True,1.0,False,0.0,True,False,0.85,87.37,False,False,False,False,False,True,False,23.56,36.231762,6.733131,63
M2RV34,M2RV34,BDR,MRVL (BDR: M2RV34),12.0,A,2.0,C,4.0,Forte,170.13,118.59,96.22,90.69,3497260432.37,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.88,175.8,False,False,False,False,False,True,False,19.253999,55.59804,10.074615,64
OFSA3,OUROFINO S.A.,BR_STOCK,OFSA3,12.0,A,2.0,C,5.0,Forte,33.54,28.26,24.32,23.48,301860.01,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.37,34.24,False,False,False,False,False,True,False,33.278999999999996,8.10145,2.263158,65
P1KX34,P1KX34,BDR,PKX (BDR: P1KX34),12.0,A,2.0,C,3.0,OK,91.72,65.35,59.19,57.53,30854608.41,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.33,91.61,False,False,False,False,False,True,True,1.125,58.050632,2.959811,66
GOGL34,GOGL34,BDR,GOOGL (BDR: GOGL34),12.0,A,2.0,C,4.0,Forte,400.8,323.7,308.23,286.02,8590145738.37,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.66,400.1,False,False,False,False,False,True,False,38.884997,30.565449,11.664571,67
GGBR3,GERDAU S.A.,BR_STOCK,GGBR3,12.0,A,1.8,C,2.0,Fraco,20.79,17.76,17.22,16.56,1336797.06,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.31,21.1,False,False,False,False,True,False,False,3.066,25.048195,0.77511,68
STMN34,STMN34,BDR,STM (BDR: STMN34),12.0,A,2.0,C,2.0,Fraco,59.17,40.04,31.52,30.24,678585207.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.94,58.01,False,False,False,False,False,True,False,0.9079999999999999,369.8125,2.959832,69
S1MF34,S1MF34,BDR,SMFG (BDR: S1MF34),12.0,A,0.5,C,3.0,OK,21.43,20.52,19.5,18.72,29800558.42,False,0.0,False,0.0,False,0.0,True,0.8,True,0.5,True,False,0.73,21.97,False,False,False,False,False,False,False,4.933,14.986014,1.3932402,70
USBC34,USBC34,BDR,USB (BDR: USBC34),12.0,A,0.5,C,3.0,OK,55.53,53.84,52.09,50.6,592083058.98,False,0.0,False,0.0,False,0.0,True,1.0,False,0.0,True,False,1.31,58.05,False,False,False,False,False,False,False,12.350000399999999,11.641509,1.4793404,71
CHIP11,CHIP11,ETF,CHIP11,12.0,A,0.5,C,0.0,Fraco,34.15,27.16,25.25,23.94,1411248.81,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.3,33.52,False,False,False,False,False,False,False,0.0,999.0,999.0,72
GOGL35,GOGL35,BDR,GOOG (BDR: GOGL35),12.0,A,2.0,C,4.0,Forte,397.05,322.07,308.08,286.07,5456935917.23,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.62,397.36,False,False,False,False,False,True,False,38.884997,30.309158,11.557942,73
ENEV3,ENEVA S.A,BR_STOCK,ENEV3,12.0,A,3.6,C,0.0,Fraco,27.27,24.57,21.21,19.59,155152667.6,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.74,28.12,False,False,False,False,True,True,False,0.0,0.0,0.0,74
K1LA34,K1LA34,BDR,KLAC (BDR: K1LA34),12.0,A,2.0,C,3.0,OK,1869.19,1617.21,1393.22,1280.23,2410133510.45,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.08,1939.36,False,False,False,False,False,True,False,94.975996,52.90659,44.84836,75
CBAV3,COMPANHIA BRASILEIRA DE ALUMÍNIO,BR_STOCK,CBAV3,12.0,A,2.0,C,0.0,Fraco,10.62,10.41,7.99,6.94,32108507.65,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,1.11,10.69,False,False,False,False,False,True,False,0.0,0.0,0.0,76
D2AR34,D2AR34,BDR,DAR (BDR: D2AR34),12.0,A,3.6,C,2.0,Fraco,63.12,59.09,45.17,41.91,104722390.23,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,False,0.59,66.02,False,False,False,False,True,True,False,0.0,45.73913,2.1079347,77
CPAY34,CPAY34,BDR,CPAY (BDR: CPAY34),11.93,A,3.3,C,3.0,OK,343.99,310.88,306.66,308.27,324244964.79,False,0.0,False,0.0,False,0.0,True,0.85,True,0.65,True,True,1.97,343.56,False,False,False,False,True,True,False,32.124,20.6229,6.054776,78
ABEV3,AMBEV S.A.,BR_STOCK,ABEV3,11.8,A,2.0,C,0.0,Fraco,16.32,15.35,14.03,13.51,681916499.25,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.29,17.04,False,False,False,False,False,True,False,0.0,0.0,0.0,79
BRZP11,BRZP11,ETF,BRZP11,11.8,A,0.5,C,0.0,Fraco,188.5,180.04,163.72,156.16,1250320.5,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.09,194.05,False,False,False,False,False,False,False,0.0,999.0,999.0,80
TSMC34,TSMC34,BDR,TSM (BDR: TSMC34),11.8,A,2.0,C,4.0,Forte,411.68,363.04,328.78,308.51,7608628456.63,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.31,420.0,False,False,False,False,False,True,False,36.21,35.216423,62.973495,81
G1LW34,G1LW34,BDR,GLW (BDR: G1LW34),11.8,A,0.5,C,4.0,Forte,186.94,151.43,114.19,103.0,3841916154.17,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.37,195.81,False,False,False,False,False,False,True,16.74,89.87501,13.568992,82
OPCT3,OCEANPACT SERVICOS MARITIMOS S.A.,BR_STOCK,OPCT3,11.8,A,0.5,C,0.0,Fraco,10.08,9.69,8.69,8.2,3408047.97,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,False,False,1.0,10.72,False,False,False,False,False,False,False,0.0,0.0,0.0,83
O2NS34,O2NS34,BDR,ON (BDR: O2NS34),11.8,A,2.0,C,2.0,Fraco,103.2,73.89,62.11,59.23,1110617727.16,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.73,105.9,False,False,False,False,False,True,False,7.4939995999999995,75.88014,5.5383997,84
L1YV34,L1YV34,BDR,LYV (BDR: L1YV34),11.8,A,2.0,C,1.0,Fraco,163.28,157.73,149.37,152.33,583121859.64,False,0.0,False,0.0,False,0.0,True,0.8,True,0.65,True,False,1.21,169.91,False,False,False,False,False,True,False,14.927000000000001,999.0,141.00172,85
R1OK34,R1OK34,BDR,ROK (BDR: R1OK34),11.8,A,2.0,C,3.0,OK,453.89,388.33,388.03,376.56,407820178.16,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.99,463.49,False,False,False,False,False,True,True,27.183,47.181915,14.446815,86
SBUB34,SBUB34,BDR,SBUX (BDR: SBUB34),11.8,A,2.0,C,2.0,Fraco,104.93,97.66,90.77,89.69,476203820.38,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,0.49,107.55,False,False,False,False,False,True,False,0.0,80.09924,-14.124377,87
GOAU4,METALURGICA GERDAU S.A.,BR_STOCK,GOAU4,11.8,A,2.0,C,0.0,Fraco,10.44,9.0,8.77,8.29,231022574.71,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,2.03,10.59,False,False,False,False,False,True,False,0.0,0.0,0.0,88
Z1TO34,Z1TO34,BDR,ZTO (BDR: Z1TO34),11.8,A,3.6,C,4.0,Forte,25.05,24.44,21.97,21.24,67770267.94,False,0.0,False,0.0,False,0.0,False,0.0,True,0.65,True,False,1.71,25.97,False,False,False,False,True,True,False,14.229,15.27439,2.0576248,89
EWJV39,ISHARES MSCI JAPAN VALUE ETF,BDR,EWJV (BDR: EWJV39),11.62,A,0.5,C,1.0,Fraco,44.22,42.97,41.17,40.0,9741666.27,False,0.0,False,0.0,False,0.0,True,0.85,False,0.0,True,False,0.92,44.81,False,False,False,False,False,False,False,0.0,15.527045,999.0,90
FDXB34,FDXB34,BDR,FDX (BDR: FDXB34),11.62,A,1.8,C,3.0,OK,378.58,369.99,316.81,294.32,518541007.61,False,0.0,False,0.0,False,0.0,True,0.65,True,0.5,False,False,0.75,404.03,False,False,False,False,True,False,False,15.869,20.201708,3.035853,91
E1XR34,E1XR34,BDR,EXR (BDR: E1XR34),11.6,A,0.5,C,2.0,Fraco,143.3,139.55,137.16,137.17,92772421.98,False,0.0,False,0.0,False,0.0,True,1.0,True,0.8,True,False,0.46,147.25,False,False,False,False,False,False,False,6.83,32.130047,2.2699912,92
K1BF34,K1BF34,BDR,KB (BDR: K1BF34),11.5,A,2.1,C,3.0,OK,111.14,105.01,95.0,91.55,12558819.93,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5,True,False,0.75,114.21,False,False,False,False,True,False,False,0.0,10.534596,4.3120174,93
