ticker,name,category,display,technical_score,technical_tier,technical_score_weekly,technical_tier_weekly,fundamental_score,fundamental_tag,price,sma50,sma150,sma200,volume_financeiro,vcp,vcp_conf,wedge_or_trend,wedge_or_trend_conf,rasb_trend,rasb_trend_conf,wedge,wedge_conf,cup_handle,cup_handle_conf,pre_breakout,breakout,breakout_vol_ratio,breakout_resistance,vcp_weekly,wedge_or_trend_weekly,rasb_trend_weekly,wedge_weekly,cup_handle_weekly,pre_breakout_weekly,breakout_weekly,roe,pl,pvp,rank
GOAU3,METALURGICA GERDAU S.A.,BR_STOCK,GOAU3,18.37,S,0.5,C,2.0,Fraco,9.59,9.23,8.73,8.34,583072.01,True,0.41,False,0.0,True,0.75,False,0.0,True,1.0,True,False,1.76,9.71,False,False,False,False,False,False,False,3.0550001,21.795456,0.66412747,1
GGBR3,GERDAU S.A.,BR_STOCK,GGBR3,17.12,S,0.5,C,2.0,Fraco,20.67,19.38,17.91,17.12,394797.0,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.42,20.95,False,False,False,False,False,False,False,3.066,24.903616,0.770636,2
T1EV34,T1EV34,BDR,TEVA (BDR: T1EV34),17.12,S,0.5,C,3.0,OK,34.63,33.41,31.46,28.47,156223865.09,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.62,36.08,False,False,False,False,False,False,False,21.599,25.843285,4.900934,3
GOAU4,METALURGICA GERDAU S.A.,BR_STOCK,GOAU4,17.12,S,2.0,C,0.0,Fraco,10.53,9.84,9.15,8.65,119372288.97,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.91,10.57,False,False,False,False,False,True,False,0.0,0.0,0.0,4
GGBR4,GERDAU S.A.,BR_STOCK,GGBR4,17.12,S,2.0,C,0.0,Fraco,23.88,22.49,20.8,19.8,222052948.2,False,0.0,False,0.0,True,0.75,False,0.0,True,1.0,True,False,0.68,24.65,False,False,False,False,False,True,False,0.0,0.0,0.0,5
FDXB34,FDXB34,BDR,FDX (BDR: FDXB34),16.8,S,2.0,C,4.0,Forte,338.31,312.48,275.52,253.78,325434595.67,False,0.0,False,0.0,True,0.8,False,0.0,True,0.8,True,False,0.43,341.14,False,False,False,False,False,True,False,15.869,18.062468,2.712926,6
R1OK34,R1OK34,BDR,ROK (BDR: R1OK34),16.75,S,2.0,C,3.0,OK,459.34,427.46,403.07,388.62,171414203.13,False,0.0,False,0.0,True,0.75,False,0.0,True,0.85,True,False,0.55,468.11,False,False,False,False,False,True,False,27.183,47.79813,14.512195,7
DVAI34,DVAI34,BDR,DVA (BDR: DVAI34),16.43,S,2.0,C,3.0,OK,208.66,175.44,144.6,140.89,154143821.83,True,0.54,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.96,205.42,False,False,False,False,False,True,False,80.981004,20.121506,-18.279457,8
WEST3,WESTWING COMERCIO VAREJISTA S.A.,BR_STOCK,WEST3,16.09,S,2.0,C,2.0,Fraco,8.33,8.02,6.59,6.24,89131.0,True,0.43,False,0.0,True,0.8,False,0.0,False,0.0,True,False,0.59,8.65,False,False,False,False,False,True,False,-0.9520000000000001,999.0,0.42160138,9
M1NS34,M1NS34,BDR,MNST (BDR: M1NS34),15.9,S,2.0,C,4.0,Forte,92.83,82.02,78.61,75.54,416274049.67,False,0.0,False,0.0,True,0.65,False,0.0,True,0.65,True,False,0.72,92.46,False,False,False,False,False,True,False,26.654,44.845413,10.402287,10
